,title,text
10,Among the Narcissi,"Spry, wry, and gray as these March sticks,
Percy bows, in his blue peajacket, among the narcissi.
He is recuperating from something on the lung.

The narcissi, too, are bowing to some big thing :
It rattles their stars on the green hill where Percy
Nurses the hardship of his stitches, and walks and walks.

There is a dignity to this; there is a formality-
The flowers vivid as bandages, and the man mending.
They bow and stand : they suffer such attacks!

And the octogenarian loves the little flocks.
He is quite blue; the terrible wind tries his breathing.
The narcissi look up like children, quickly and whitely."
11,An Appearance,"The smile of iceboxes annihilates me.
Such blue currents in the veins of my loved one!
I hear her great heart purr.

From her lips ampersands and percent signs
Exit like kisses.
It is Monday in her mind: morals

Launder and present themselves.
What am I to make of these contradictions?
I wear white cuffs, I bow.

Is this love then, this red material
Issuing from the steele needle that flies so blindingly?
It will make little dresses and coats,

It will cover a dynasty.
How her body opens and shuts --
A Swiss watch, jeweled in the hinges!

O heart, such disorganization!
The stars are flashing like terrible numerals.
ABC, her eyelids say."
12,Apprehensions,"There is this white wall, above which the sky creates itself-
Infinite, green, utterly untouchable.
Angels swim in it, and the stars, in indifference also.
They are my medium.
The sun dissolves on this wall, bleeding its lights.

A grey wall now, clawed and bloody.
Is there no way out of the mind?
Steps at my back spiral into a well.
There are no trees or birds in this world,
There is only sourness.

This red wall winces continually:
A red fist, opening and closing,
Two grey, papery bags-
This is what i am made of, this, and a terror
Of being wheeled off under crosses and rain of pieties.

On a black wall, unidentifiable birds
Swivel their heads and cry.
There is no talk of immorality amoun these!
Cold blanks approach us:

They move in a hurry."
13,April 18,"the slime of all my yesterdays
rots in the hollow of my skull

and if my stomach would contract
because of some explicable phenomenon
such as pregnancy or constipation

I would not remember you

or that because of sleep
infrequent as a moon of greencheese
that because of food
nourishing as violet leaves
that because of these

and in a few fatal yards of grass
in a few spaces of sky and treetops

a future was lost yesterday
as easily and irretrievably
as a tennis ball at twilight"
14,April Aubade,"Worship this world of watercolor mood
in glass pagodas hung with veils of green
where diamonds jangle hymns within the blood
and sap ascends the steeple of the vein.

A saintly sparrow jargons madrigals
to waken dreamers in the milky dawn,
while tulips bow like a college of cardinals
before that papal paragon, the sun.

Christened in a spindrift of snowdrop stars,
where on pink-fluted feet the pigeons pass
and jonquils sprout like solomon's metaphors,
my love and I go garlanded with grass.

Again we are deluded and infer
that somehow we are younger than we were."
15,Aquatic Nocturne,"deep in liquid
turquoise slivers
of dilute light

quiver in thin streaks
of bright tinfoil
on mobile jet:

pale flounder
waver by
tilting silver:

in the shallows
agile minnows
flicker gilt:

grapeblue mussels
dilate lithe and
pliant valves:

dull lunar globes
of blubous jellyfish
glow milkgreen:

eels twirl
in wily spirals
on elusive tails:

adroir lobsters
amble darkly olive
on shrewd claws:

down where sound
comes blunt and wan
like the bronze tone
of a sunken gong."
17,Balloons,"Since Christmas they have lived with us,
Guileless and clear,
Oval soul-animals,
Taking up half the space,
Moving and rubbing on the silk

Invisible air drifts,
Giving a shriek and pop
When attacked, then scooting to rest, barely trembling.
Yellow cathead, blue fish--------
Such queer moons we live with

Instead of dead furniture!
Straw mats, white walls
And these traveling
Globes of thin air, red, green,
Delighting

The heart like wishes or free
Peacocks blessing
Old ground with a feather
Beaten in starry metals.
Your small

Brother is making
His balloon squeak like a cat.
Seeming to see
A funny pink world he might eat on the other side of it,
He bites,

Then sits
Back, fat jug
Contemplating a world clear as water.
A red
Shred in his little fist.
5 February 1963"
18,Barren Woman,"Empty, I echo to the least footfall,
Museum without statues, grand with pillars, porticoes, rotundas.
In my courtyard a fountain leaps and sinks back into itself,
Nun-hearted and blind to the world. Marble lilies
Exhale their pallor like scent.

I imagine myself with a great public,
Mother of a white Nike and several bald-eyed Apollos.
Insread, the dead injure me attentions, and nothing can happen.
Blank-faced and mum as a nurse."
19,Berck-Plage,"(1)

This is the sea, then, this great abeyance.
How the sun's poultice draws on my inflammation.

Electrifyingly-colored sherbets, scooped from the freeze
By pale girls, travel the air in scorched hands.

Why is it so quiet, what are they hiding?
I have two legs, and I move smilingly..

A sandy damper kills the vibrations;
It stretches for miles, the shrunk voices

Waving and crutchless, half their old size.
The lines of the eye, scalded by these bald surfaces,

Boomerang like anchored elastics, hurting the owner.
Is it any wonder he puts on dark glasses?

Is it any wonder he affects a black cassock?
Here he comes now, among the mackerel gatherers

Who wall up their backs against him.
They are handling the black and green lozenges like the parts of a body.

The sea, that crystallized these,
Creeps away, many-snaked, with a long hiss of distress.


               (2)

This black boot has no mercy for anybody.
Why should it, it is the hearse of a dad foot,

The high, dead, toeless foot of this priest
Who plumbs the well of his book,

The bent print bulging before him like scenery.
Obscene bikinis hid in the dunes,

Breasts and hips a confectioner's sugar
Of little crystals, titillating the light,

While a green pool opens its eye,
Sick with what it has swallowed----

Limbs, images, shrieks.  Behind the concrete bunkers
Two lovers unstick themselves.

O white sea-crockery,
What cupped sighs, what salt in the throat....

And the onlooker, trembling,
Drawn like a long material

Through a still virulence,
And a weed, hairy as privates.


               (3)

On the balconies of the hotel, things are glittering.
Things, things----

Tubular steel wheelchairs, aluminum crutches.
Such salt-sweetness.  Why should I walk

Beyond the breakwater, spotty with barnacles?
I am not a nurse, white and attendant,

I am not a smile.
These children are after something, with hooks and cries,

And my heart too small to bandage their terrible faults.
This is the side of a man:  his red ribs,

The nerves bursting like trees, and this is the surgeon:
One mirrory eye----

A facet of knowledge.
On a striped mattress in one room

An old man is vanishing.
There is no help in his weeping wife.

Where are the eye-stones, yellow and valuable,
And the tongue, sapphire of ash.


               (4)

A wedding-cake face in a paper frill.
How superior he is now.

It is like possessing a saint.
The nurses in their wing-caps are no longer so beautiful;

They are browning, like touched gardenias.
The bed is rolled from the wall.

This is what it is to be complete.  It is horrible.
Is he wearing pajamas or an evening suit

Under the glued sheet from which his powdery beak
Rises so whitely unbuffeted?

They propped his jaw with a book until it stiffened
And folded his hands, that were shaking:  goodbye, goodbye.

Now the washed sheets fly in the sun,
The pillow cases are sweetening.

It is a blessing, it is a blessing:
The long coffin of soap-colored oak,

The curious bearers and the raw date
Engraving itself in silver with marvelous calm.


               (5)

The gray sky lowers, the hills like a green sea
Run fold upon fold far off, concealing their hollows,

The hollows in which rock the thoughts of the wife----
Blunt, practical boats

Full of dresses and hats and china and married daughters.
In the parlor of the stone house

One curtain is flickering from the open window,
Flickering and pouring, a pitiful candle.

This is the tongue of the dead man:  remember, remember.
How far he is now, his actions

Around him like living room furniture, like a décor.
As the pallors gather----

The pallors of hands and neighborly faces,
The elate pallors of flying iris.

They are flying off into nothing:  remember us.
The empty benches of memory look over stones,

Marble facades with blue veins, and jelly-glassfuls of daffodils.
It is so beautiful up here:  it is a stopping place.


               (6)

The natural fatness of these lime leaves!----
Pollarded green balls, the trees march to church.

The voice of the priest, in thin air,
Meets the corpse at the gate,

Addressing it, while the hills roll the notes of the dead bell;
A glittler of wheat and crude earth.

What is the name of that color?----
Old blood of caked walls the sun heals,

Old blood of limb stumps, burnt hearts.
The widow with her black pocketbook and three daughters,

Necessary among the flowers,
Enfolds her lace like fine linen,

Not to be spread again.
While a sky, wormy with put-by smiles,

Passes cloud after cloud.
And the bride flowers expend a freshness,

And the soul is a bride
In a still place, and the groom is red and forgetful, he is featureless.

               (7)

Behind the glass of this car
The world purrs, shut-off and gentle.

And I am dark-suited and still, a member of the party,
Gliding up in low gear behind the cart.

And the priest is a vessel,
A tarred fabric, sorry and dull,

Following the coffin on its flowery cart like a beautiful woman,
A crest of breasts, eyelids and lips

Storming the hilltop.
Then, from the barred yard, the children

Smell the melt of shoe-blacking,
Their faces turning, wordless and slow,

Their eyes opening
On a wonderful thing----

Six round black hats in the grass and a lozenge of wood,
And a naked mouth, red and awkward.

For a minute the sky pours into the hole like plasma.
There is no hope, it is given up."
20,Bitter Strawberries,"All morning in the strawberry field
They talked about the Russians.
Squatted down between the rows
We listened.
We heard the head woman say,
'Bomb them off the map.'

Horseflies buzzed, paused and stung.
And the taste of strawberries
Turned thick and sour.

Mary said slowly, 'I've got a fella
Old enough to go.
If anything should happen...'

The sky was high and blue.
Two children laughed at tag
In the tall grass,
Leaping awkward and long-legged
Across the rutted road.
The fields were full of bronzed young men
Hoeing lettuce, weeding celery.

'The draft is passed,' the woman said.
'We ought to have bombed them long ago.'
'Don't,' pleaded the little girl
With blond braids.

Her blue eyes swam with vague terror.
She added petishly, 'I can't see why
You're always talking this way...'
'Oh, stop worrying, Nelda,'
Snapped the woman sharply.
She stood up, a thin commanding figure
In faded dungarees.
Businesslike she asked us, 'How many quarts?'
She recorded the total in her notebook,
And we all turned back to picking.

Kneeling over the rows,
We reached among the leaves
With quick practiced hands,
Cupping the berry protectively before
Snapping off the stem
Between thumb and forefinger."
21,Black Pine Tree In An Orange Light,"Tell me what you see in it :
The pine tree like a Rorschach-blot
black against the orange light :

Plant an orange pumpkin patch
which at twelve will quaintly hatch
nine black mice with ebon coach,

or walk into the orange and make
a devil's cataract of black
obscure god's eye with corkscrew fleck;

put orange mistress half in sun,
half in shade, until her skin
tattoos black leaves on tangerine.

Read black magic or holy book
or lyric of love in the orange and black
till dark is conquered by orange cock,

but more pragmatic than all this,
say how crafty the painter was
to make orange and black ambiguous."
22,Black Rook in Rainy Weather,"On the stiff twig up there
Hunches a wet black rook
Arranging and rearranging its feathers in the rain-
I do not expect a miracle
Or an accident

To set the sight on fire
In my eye, nor seek
Any more in the desultory weather some design,
But let spotted leaves fall as they fall
Without ceremony, or portent.

Although, I admit, I desire,
Occasionally, some backtalk
From the mute sky, I can't honestly complain:
A certain minor light may still
Lean incandescent

Out of kitchen table or chair
As if a celestial burning took
Possession of the most obtuse objects now and then --
Thus hallowing an interval
Otherwise inconsequent

By bestowing largesse, honor
One might say love. At any rate, I now walk
Wary (for it could happen
Even in this dull, ruinous landscape); sceptical
Yet politic, ignorant

Of whatever angel any choose to flare
Suddenly at my elbow. I only know that a rook
Ordering its black feathers can so shine
As to seize my senses, haul
My eyelids up, and grant

A brief respite from fear
Of total neutrality. With luck,
Trekking stubborn through this season
Of fatigue, I shall
Patch together a content

Of sorts. Miracles occur.
If you care to call those spasmodic
Tricks of radiance
Miracles. The wait's begun again,
The long wait for the angel,

For that rare, random descent."
23,Blackberrying,"Nobody in the lane, and nothing, nothing but blackberries,
Blackberries on either side, though on the right mainly,
A blackberry alley, going down in hooks, and a sea
Somewhere at the end of it, heaving. Blackberries
Big as the ball of my thumb, and dumb as eyes
Ebon in the hedges, fat
With blue-red juices. These they squander on my fingers.
I had not asked for such a blood sisterhood; they must love me.
They accommodate themselves to my milkbottle, flattening their sides.

Overhead go the choughs in black, cacophonous flocks ---
Bits of burnt paper wheeling in a blown sky.
Theirs is the only voice, protesting, protesting.
I do not think the sea will appear at all.
The high, green meadows are glowing, as if lit from within.
I come to one bush of berries so ripe it is a bush of flies,
Hanging their bluegreen bellies and their wing panes in a Chinese screen.
The honey-feast of the berries has stunned them; they believe in heaven.
One more hook, and the berries and bushes end.

The only thing to come now is the sea.
From between two hills a sudden wind funnels at me,
Slapping its phantom laundry in my face.
These hills are too green and sweet to have tasted salt.
I follow the sheep path between them. A last hook brings me
To the hills' northern face, and the face is orange rock
That looks out on nothing, nothing but a great space
Of white and pewter lights, and a din like silversmiths
Beating and beating at an intractable metal."
24,Blue Moles,"1
They're out of the dark's ragbag, these two
Moles dead in the pebbled rut,
Shapeless as flung gloves, a few feet apart ---
Blue suede a dog or fox has chewed.
One, by himself, seemed pitiable enough,
Little victim unearthed by some large creature
From his orbit under the elm root.
The second carcass makes a duel of the affair:
Blind twins bitten by bad nature.

The sky's far dome is sane a clear.
Leaves, undoing their yellow caves
Between the road and the lake water,
Bare no sinister spaces. Already
The moles look neutral as the stones.
Their corkscrew noses, their white hands
Uplifted, stiffen in a family pose.
Difficult to imagine how fury struck ---
Dissolved now, smoke of an old war.

2
Nightly the battle-snouts start up
In the ear of the veteran, and again
I enter the soft pelt of the mole.
Light's death to them: they shrivel in it.
They move through their mute rooms while I sleep,
Palming the earth aside, grubbers
After the fat children of root and rock.
By day, only the topsoil heaves.
Down there one is alone.

Outsize hands prepare a path,
They go before: opening the veins,
Delving for the appendages
Of beetles, sweetbreads, shards -- to be eaten
Over and over. And still the heaven
Of final surfeit is just as far
From the door as ever. What happens between us
Happens in darkness, vanishes
Easy and often as each breath."
25,Bluebeard,"I am sending back the key
that let me into bluebeard's study;
because he would make love to me
I am sending back the key;
in his eye's darkroom I can see
my X-rayed heart, dissected body :
I am sending back the key
that let me into bluebeard's study."
26,Brasilia,"Will they occur,
These people with torso of steel
Winged elbows and eyeholes

Awaiting masses
Of cloud to give them expression,
These super-people! -
And my baby a nail
Driven, driven in.
He shrieks in his grease

Bones nosing for distance.
And I, nearly extinct,
His three teeth cutting

Themselves on my thumb -
And the star,
The old story.

In the lane I meet sheep and wagons,
Red earth, motherly blood.
O You who eat

People like light rays, leave
This one
Mirror safe, unredeemed

By the dove's annihilation,
The glory
The power, the glory."
27,Bucolics,"Mayday: two came to field in such wise :
`A daisied mead', each said to each,
So were they one; so sought they couch,
Across barbed stile, through flocked brown cows.

`No pitchforked farmer, please,' she said;
`May cockcrow guard us safe,' said he;
By blackthorn thicket, flower spray
They pitched their coats, come to green bed.

Below: a fen where water stood;
Aslant: their hill of stinging nettle;
Then, honor-bound, mute grazing cattle;
Above: leaf-wraithed white air, white cloud.

All afternoon these lovers lay
Until the sun turned pale from warm,
Until sweet wind changed tune, blew harm :
Cruel nettles stung her angles raw.

Rueful, most vexed, that tender skin
Should accept so fell a wound,
He stamped and cracked stalks to the ground
Which had caused his dear girl pain.

Now he goes from his rightful road
And, under honor, will depart;
While she stands burning, venom-girt,
In wait for sharper smart to fade."
28,Burning The Letters,"I made a fire; being tired
Of the white fists of old
Letters and their death rattle
When I came too close to the wastebasket
What did they know that I didn't?
Grain by grain, they unrolled
Sands where a dream of clear water
Grinned like a getaway car.
I am not subtle
Love, love, and well, I was tired
Of cardboard cartons the color of cement or a dog pack
Holding in it's hate
Dully, under a pack of men in red jackets,
And the eyes and times of the postmarks.

This fire may lick and fawn, but it is merciless:
A glass case
My fingers would enter although
They melt and sag, they are told
Do not touch.
And here is an end to the writing,
The spry hooks that bend and cringe and the smiles, the smiles
And at least it will be a good place now, the attic.
At least I won't be strung just under the surface,
Dumb fish
With one tin eye,
Watching for glints,
Riding my Arctic
Between this wish and that wish.

So, I poke at the carbon birds in my housedress.
They are more beautiful than my bodiless owl,
They console me--
Rising and flying, but blinded.
They would flutter off, black and glittering, they would be coal angels
Only they have nothing to say but anybody.
I have seen to that.
With the butt of a rake
I flake up papers that breathe like people,
I fan them out
Between the yellow lettuces and the German cabbage
Involved in it's weird blue dreams
Involved in a foetus.
And a name with black edges

Wilts at my foot,
Sinuous orchis
In a nest of root-hairs and boredom--
Pale eyes, patent-leather gutturals!
Warm rain greases my hair, extinguishes nothing.
My veins glow like trees.
The dogs are tearing a fox. This is what it is like
A read burst and a cry
That splits from it's ripped bag and does not stop
With that dead eye
And the stuffed expression, but goes on
Dyeing the air,
Telling the particles of the clouds, the leaves, the water
What immortality is. That it is immortal."
29,By Candlelight,"This is winter, this is night, small love --
A sort of black horsehair,
A rough, dumb country stuff
Steeled with the sheen
Of what green stars can make it to our gate.
I hold you on my arm.
It is very late.
The dull bells tongue the hour.
The mirror floats us at one candle power.

This is the fluid in which we meet each other,
This haloey radiance that seems to breathe
And lets our shadows wither
Only to blow
Them huge again, violent giants on the wall.
One match scratch makes you real.

At first the candle will not bloom at all --
It snuffs its bud
To almost nothing, to a dull blue dud.

I hold my breath until you creak to life,
Balled hedgehog,
Small and cross. The yellow knife
Grows tall. You clutch your bars.
My singing makes you roar.
I rock you like a boat
Across the Indian carpet, the cold floor,
While the brass man
Kneels, back bent, as best he can

Hefting his white pillar with the light
That keeps the sky at bay,
The sack of black! It is everywhere, tight, tight!
He is yours, the little brassy Atlas --
Poor heirloom, all you have,
At his heels a pile of five brass cannonballs,
No child, no wife.
Five balls! Five bright brass balls!
To juggle with, my love, when the sky falls."
30,Candles,"They are the last romantics, these candles:
Upside-down hearts of light tipping wax fingers,
And the fingers, taken in by their own haloes,
Grown milky, almost clear, like the bodies of saints.
It is touching, the way they'll ignore

A whole family of prominent objects
Simply to plumb the deeps of an eye
In its hollow of shadows, its fringe of reeds,
And the owner past thirty, no beauty at all.
Daylight would be more judicious,

Giving everybody a fair hearing.
They should have gone out with the balloon flights and the stereopticon.
This is no time for the private point of view.
When I light them, my nostrils prickle.
Their pale, tentative yellows

Drag up false, Edwardian sentiments,
And I remember my maternal grandmother from Vienna.
As a schoolgirl she gave roses to Franz Josef.
The burghers sweated and wept. The children wore white.
And my grandfather moped in the Tyrol,

Imagining himself a headwaiter in America,
Floating in a high-church hush
Among ice buckets, frosty napkins.
These little globes of light are sweet as pears.
Kindly with invalids and mawkish women,

They mollify the bald moon.
Nun-souled, they burn heavenward and never marry.
The eyes of the child I nurse are scarcely open.
In twenty years I shall be retrograde
As these drafty ephemerids.

I watch their spilt tears cloud and dull to pearls.
How shall I tell anything at all
To this infant still in a birth-drowse?
Tonight, like a shawl, the mild light enfolds her,
The shadows stoop over the guests at a christening."
