,title,text
10,Conscious,"His fingers wake, and flutter; up the bed.
His eyes come open with a pull of will,
Helped by the yellow mayflowers by his head.
The blind-cord drawls across the window-sill...
What a smooth floor the ward has! What a rug!
Who is that talking somewhere out of sight?
Three flies creeping round the shiny jug...
'Nurse! Doctor!'-'Yes; all right, all right.'

But sudden evening muddles all the air.
There seems no time to want a drink of water.
Nurse looks so far away. And here and there
Music and roses burst through crimson slaughter.
He can't remember where he saw blue sky...
The trench is narrower. Cold, he's cold; yet hot --
And there's no light to see the voices by...
There is no time to ask... he knows not what."
11,Disabled,"He sat in a wheeled chair, waiting for dark,
And shivered in his ghastly suit of grey,
Legless, sewn short at elbow. Through the park
Voices of boys rang saddening like a hymn,
Voices of play and pleasure after day,
Till gathering sleep had mothered them from him.

About this time Town used to swing so gay
When glow-lamps budded in the light blue trees,
And girls glanced lovelier as the air grew dim,-
In the old times, before he threw away his knees.
Now he will never feel again how slim
Girls' waists are, or how warm their subtle hands.
All of them touch him like some queer disease.

There was an artist silly for his face,
For it was younger than his youth, last year.
Now, he is old; his back will never brace;
He's lost his colour very far from here,
Poured it down shell-holes till the veins ran dry,
And half his lifetime lapsed in the hot race
And leap of purple spurted from his thigh.

One time he liked a blood-smear down his leg,
After the matches, carried shoulder-high.
It was after football, when he'd drunk a peg,
He thought he'd better join. - He wonders why.
Someone had said he'd look a god in kilts,
That's why; and maybe, too, to please his Meg,
Aye, that was it, to please the giddy jilts
He asked to join. He didn't have to beg;
Smiling they wrote his lie: aged nineteen years.

Germans he scarcely thought of; all their guilt,
And Austria's, did not move him. And no fears
Of Fear came yet. He drought of jewelled hills
For daggers in plaid socks; of smart salutes;
And care of arms; and leave; and pay arrears;
Esprit de corps; and hints for young recruits.
And soon, he was drafted out with drums and cheers.

Some cheered him home, but not as crowds cheer Goal.
Only a solemn man who brought him fruits
Thanked him; and then enquired about his soul.

Now, he will spend a few sick years in institutes,
And do what things the rules consider wise,
And take whatever pity they may dole.
Tonight he noticed how the women's eyes
Passed from him to the strong men that were whole.
How cold and late it is! Why don't they come
And put him into bed? Why don't they come?"
12,Dulce et Decorum Est,"Bent double, like old beggars under sacks,
Knock-kneed, coughing like hags, we cursed through sludge,
Till on the haunting flares we turned our backs,
And towards our distant rest began to trudge.
Men marched asleep. Many had lost their boots,
But limped on, blood-shod. All went lame, all blind;
Drunk with fatigue; deaf even to the hoots
Of gas-shells dropping softly behind.


Gas! GAS! Quick, boys!--An ecstasy of fumbling
Fitting the clumsy helmets just in time,
But someone still was yelling out and stumbling
And flound'ring like a man in fire or lime.--
Dim through the misty panes and thick green light,
As under a green sea, I saw him drowning.
In all my dreams before my helpless sight
He plunges at me, guttering, choking, drowning.


If in some smothering dreams, you too could pace
Behind the wagon that we flung him in,
And watch the white eyes writhing in his face,
His hanging face, like a devil's sick of sin,
If you could hear, at every jolt, the blood
Come gargling from the froth-corrupted lungs
Bitter as the cud
Of vile, incurable sores on innocent tongues,--
My friend, you would not tell with such high zest
To children ardent for some desperate glory,
The old Lie: Dulce et decorum est
Pro patria mori."
13,Elegy in April and September,"Hush, thrush! Hush, missen-thrush, I listen...
I heard the flush of footsteps through the loose leaves,
And a low whistle by the water's brim.

Still! Daffodil! Nay, hail me not so gaily,-
Your gay gold lily daunts me and deceives,
Who follow gleams more golden and more slim.

Look, brook! O run and look, O run!
The vain reeds shook? - Yet search till gray sea heaves,
And I will stray among these fields for him.

Gaze, daisy! Stare through haze and glare,
And mark the hazardous stars all dawns and eves,
For my eye withers, and his star wanes dim.


2

Close, rose, and droop, heliotrope,
And shudder, hope! The shattering winter blows.
Drop, heliotrope, and close, rose...

Mourn, corn, and sigh, rye.
Men garner you, but youth's head lies forlorn.
Sigh, rye, and mourn, corn...

Brood, wood, and muse, yews,
The ways gods use we have not understood.
Muse, yews, and brood, wood..."
14,Exposure,"I
Our brains ache, in the merciless iced east winds that knife us ...
Wearied we keep awake because the night is silent ...
Low drooping flares confuse our memory of the salient ...
Worried by silence, sentries whisper, curious, nervous,
  But nothing happens.
Watching, we hear the mad gusts tugging on the wire.
Like twitching agonies of men among its brambles.
Northward incessantly, the flickering gunnery rumbles,
Far off, like a dull rumour of some other war.
    What are we doing here?
  The poignant misery of dawn begins to grow ...
  We only know war lasts, rain soaks, and clouds sag stormy.
  Dawn massing in the east her melancholy army
  Attacks once more in ranks on shivering ranks of gray,
    But nothing happens.
  Sudden successive flights of bullets streak the silence.
  Less deadly than the air that shudders black with snow,
  With sidelong flowing flakes that flock, pause and renew,
  We watch them wandering up and down the wind's nonchalance,
    But nothing happens.

II
  Pale flakes with lingering stealth come feeling for our faces--
  We cringe in holes, back on forgotten dreams, and stare, snow-dazed,
  Deep into grassier ditches. So we drowse, sun-dozed,
  Littered with blossoms trickling where the blackbird fusses.
    Is it that we are dying?
  Slowly our ghosts drag home: glimpsing the sunk fires glozed
  With crusted dark-red jewels; crickets jingle there;
  For hours the innocent mice rejoice: the house is theirs;
  Shutters and doors all closed: on us the doors are closed--
    We turn back to our dying.
  Since we believe not otherwise can kind fires burn;
  Now ever suns smile true on child, or field, or fruit.
  For God's invincible spring our love is made afraid;
  Therefore, not loath, we lie out here; therefore were born,
    For love of God seems dying.
  To-night, His frost will fasten on this mud and us,
  Shrivelling many hands and puckering foreheads crisp.
  The burying-party, picks and shovels in their shaking grasp,
  Pause over half-known faces. All their eyes are ice,
    But nothing happens."
15,"From My Diary, July 1914","Leaves
            Murmuring by miriads in the shimmering trees.
Lives
            Wakening with wonder in the Pyrenees.
Birds
            Cheerily chirping in the early day.
Bards
            Singing of summer, scything thro' the hay.
Bees
            Shaking the heavy dews from bloom and frond.
Boys
            Bursting the surface of the ebony pond.
Flashes
            Of swimmers carving thro' the sparkling cold.
Fleshes
            Gleaming with wetness to the morning gold.
A mead
            Bordered about with warbling water brooks.
A maid
            Laughing the love-laugh with me; proud of looks.
The heat
            Throbbing between the upland and the peak.
Her heart
            Quivering with passion to my pressed cheek.
Braiding
            Of floating flames across the mountain brow.
Brooding
            Of stillness; and a sighing of the bough.
Stirs
            Of leaflets in the gloom; soft petal-showers;
Stars
            Expanding with the starr'd nocturnal flowers."
16,Futility," Move him into the sun--
Gently its touch awoke him once,
At home, whispering of fields unsown.
Always it awoke him, even in France,
Until this morning and this snow.
If anything might rouse him now
The kind old sun will know.
Think how it wakes the seeds--
Woke, once, the clays of a cold star.
  Are limbs so dear-achieved, are sides
  Full-nerved,--still warm,--too hard to stir?
  Was it for this the clay grew tall?
  --O what made fatuous sunbeams toil
  To break earth's sleep at all?"
17,Greater Love,"Red lips are not so red
As the stained stones kissed by the English dead.
Kindness of wooed and wooer
Seems shame to their love pure.
O Love, your eyes lose lure
When I behold eyes blinded in my stead!

Your slender attitude
Trembles not exquisite like limbs knife-skewed,
Rolling and rolling there
Where God seems not to care;
Till the fierce love they bear
Cramps them in death's extreme decrepitude.

Your voice sings not so soft,-
Though even as wind murmuring through raftered loft,-
Your dear voice is not dear,
Gentle, and evening clear,
As theirs whom none now hear,
Now earth has stopped their piteous mouths that coughed.

Heart, you were never hot
Nor large, nor full like hearts made great with shot;
And though your hand be pale,
Paler are all which trail
Your cross through flame and hail:
Weep, you may weep, for you may touch them not."
18,Happiness,"Ever again to breathe pure happiness,
So happy that we gave away our toy?
We smiled at nothings, needing no caress?
Have we not laughed too often since with Joy?
Have we not stolen too strange and sorrowful wrongs
For her hands' pardoning? The sun may cleanse,
And time, and starlight. Life will sing great songs,
And gods will show us pleasures more than men's.

Yet heaven looks smaller than the old doll's-home,
No nestling place is left in bluebell bloom,
And the wide arms of trees have lost their scope.
The former happiness is unreturning:
Boys' griefs are not so grievous as our yearning,
Boys have no sadness sadder than our hope."
19,Has Your Soul Sipped?,"Has your soul sipped
Of the sweetness of all sweets?
Has it well supped
But yet hungers and sweats?

I have been witness
Of a strange sweetness,
All fancy surpassing
Past all supposing.

Passing the rays
Of the rubies of morning,
Or the soft rise
Of the moon; or the meaning
Known to the rose
Of her mystery and mourning.

Sweeter than nocturnes
Of the wild nightingale
Or than love's nectar
After life's gall.

Sweeter than odours
Of living leaves,
Sweeter than ardours
Of dying loves.

Sweeter than death
And dreams hereafter
To one in dearth
Or life and its laughter.

Or the proud wound
The victor wears
Or the last end
Of all wars.

Or the sweet murder
After long guard
Unto the martyr
Smiling at God;

To me was that smile,
Faint as a wan, worn myth,
Faint and exceeding small,
On a boy's murdered mouth.

Though from his throat
The life-tide leaps
There was no threat
On his lips.

But with the bitter blood
And the death-smell
All his life's sweetness bled
Into a smile."
20,Hospital Barge at Cerisy,"Budging the sluggard ripples of the Somme,
A barge round old Cérisy slowly slewed.
Softly her engines down the current screwed,
And chuckled softly with contented hum,
Till fairy tinklings struck their croonings dumb.
The waters rumpling at the stern subdued;
The lock-gate took her bulging amplitude;
Gently from out the gurgling lock she swum.

One reading by that calm bank shaded eyes
To watch her lessening westward quietly.
Then, as she neared the bend, her funnel screamed.
And that long lamentation made him wise
How unto Avalon, in agony,
Kings passed in the dark barge, which Merlin dreamed."
21,Insensibility,"I

Happy are men who yet before they are killed
Can let their veins run cold.
Whom no compassion fleers
Or makes their feet
Sore on the alleys cobbled with their brothers.
The front line withers,
But they are troops who fade, not flowers
For poets' tearful fooling:
Men, gaps for filling
Losses who might have fought
Longer; but no one bothers.


II

And some cease feeling
Even themselves or for themselves.
Dullness best solves
The tease and doubt of shelling,
And Chance's strange arithmetic
Comes simpler than the reckoning of their shilling.
They keep no check on Armies' decimation.


III

Happy are these who lose imagination:
They have enough to carry with ammunition.
Their spirit drags no pack.
Their old wounds save with cold can not more ache.
Having seen all things red,
Their eyes are rid
Of the hurt of the colour of blood for ever.
And terror's first constriction over,
Their hearts remain small drawn.
Their senses in some scorching cautery of battle
Now long since ironed,
Can laugh among the dying, unconcerned.


IV

Happy the soldier home, with not a notion
How somewhere, every dawn, some men attack,
And many sighs are drained.
Happy the lad whose mind was never trained:
His days are worth forgetting more than not.
He sings along the march
Which we march taciturn, because of dusk,
The long, forlorn, relentless trend
From larger day to huger night.


V

We wise, who with a thought besmirch
Blood over all our soul,
How should we see our task
But through his blunt and lashless eyes?
Alive, he is not vital overmuch;
Dying, not mortal overmuch;
Nor sad, nor proud,
Nor curious at all.
He cannot tell
Old men's placidity from his.


VI

But cursed are dullards whom no cannon stuns,
That they should be as stones.
Wretched are they, and mean
With paucity that never was simplicity.
By choice they made themselves immune
To pity and whatever mourns in man
Before the last sea and the hapless stars;
Whatever mourns when many leave these shores;
Whatever shares
The eternal reciprocity of tears."
22,Inspection,"'You! What d'you mean by this?' I rapped.
'You dare come on parade like this?'
'Please, sir, it's-' ''Old yer mouth,' the sergeant snapped.
'I takes 'is name, sir?'-'Please, and then dismiss.'

Some days 'confined to camp' he got,
For being 'dirty on parade'.
He told me, afterwards, the damnèd spot
Was blood, his own. 'Well, blood is dirt,' I said.

'Blood's dirt,' he laughed, looking away,
Far off to where his wound had bled
And almost merged for ever into clay.
'The world is washing out its stains,' he said.
'It doesn't like our cheeks so red:
Young blood's its great objection.
But when we're duly white-washed, being dead,
The race will bear Field-Marshal God's inspection.'"
23,Le Christianisme,"So the church Christ was hit and buried
Under its rubbish and its rubble.
In cellars, packed-up saints long serried,
Well out of hearing of our trouble.

One Virgin still immaculate
Smiles on for war to flatter her.
She's halo'd with an old tin hat,
But a piece of hell will batter her."
24,Maundy Thursday,"Between the brown hands of a server-lad
The silver cross was offered to be kissed.
The men came up, lugubrious, but not sad,
And knelt reluctantly, half-prejudiced.
(And kissing, kissed the emblem of a creed.)
Then mourning women knelt; meek mouths they had,
(And kissed the Body of the Christ indeed.)
Young children came, with eager lips and glad.
(These kissed a silver doll, immensely bright.)
Then I, too, knelt before that acolyte.
Above the crucifix I bent my head:
The Christ was thin, and cold, and very dead:
And yet I bowed, yea, kissed - my lips did cling.
(I kissed the warm live hand that held the thing.)"
25,Mental Cases,"Who are these? Why sit they here in twilight?
Wherefore rock they, purgatorial shadows,
Drooping tongues from jays that slob their relish,
Baring teeth that leer like skulls' teeth wicked?
Stroke on stroke of pain,- but what slow panic,
Gouged these chasms round their fretted sockets?
Ever from their hair and through their hands' palms
Misery swelters. Surely we have perished
Sleeping, and walk hell; but who these hellish?

-These are men whose minds the Dead have ravished.
Memory fingers in their hair of murders,
Multitudinous murders they once witnessed.
Wading sloughs of flesh these helpless wander,
Treading blood from lungs that had loved laughter.
Always they must see these things and hear them,
Batter of guns and shatter of flying muscles,
Carnage incomparable, and human squander
Rucked too thick for these men's extrication.

Therefore still their eyeballs shrink tormented
Back into their brains, because on their sense
Sunlight seems a blood-smear; night comes blood-black;
Dawn breaks open like a wound that bleeds afresh.
-Thus their heads wear this hilarious, hideous,
Awful falseness of set-smiling corpses.
-Thus their hands are plucking at each other;
Picking at the rope-knouts of their scourging;
Snatching after us who smote them, brother,
Pawing us who dealt them war and madness."
26,Miners,"There was a whispering in my hearth,
A sigh of the coal.
Grown wistful of a former earth
It might recall.

I listened for a tale of leaves
And smothered ferns,
Frond-forests; and the low, sly lives
Before the fawns.

My fire might show steam-phantoms simmer
From Time's old cauldron,
Before the birds made nests in summer,
Or men had children.

But the coals were murmuring of their mine,
And moans down there
Of boys that slept wry sleep, and men
Writhing for air.

And I saw white bones in the cinder-shard,
Bones without number.
For many hearts with coal are charred,
And few remember.

I thought of all that worked dark pits
Of war, and died
Digging the rock where Death reputes
Peace lies indeed.

Comforted years will sit soft-chaired
In rooms of amber;
The years will stretch their hands, well-cheered
By our lifes' ember.

The centuries will burn rich loads
With which we groaned,
Whose warmth shall lull their dreaming lids,
While songs are crooned.
But they will not dream of us poor lads
Left in the ground."
27,Music,"I have been urged by earnest violins
And drunk their mellow sorrows to the slake
Of all my sorrows and my thirsting sins.
My heart has beaten for a brave drum's sake.
Huge chords have wrought me mighty: I have hurled
Thuds of gods' thunder. And with old winds pondered
Over the curse of this chaotic world,-
With low lost winds that maundered as they wandered.

I have been gay with trivial fifes that laugh;
And songs more sweet than possible things are sweet;
And gongs, and oboes. Yet I guessed not half
Life's symphony till I had made hearts beat,
And touched Love's body into trembling cries,
And blown my love's lips into laughs and sighs."
28,My Shy Hand,"My shy hand shades a hermitage apart, -
      O large enough for thee, and thy brief hours.
Life there is sweeter held than in God's heart,
      Stiller than in the heavens of hollow flowers.


The wine is gladder there than in gold bowls.
      And Time shall not drain thence, nor trouble spill.
Sources between my fingers feed all souls,
      Where thou mayest cool thy lips, and draw thy fill.


Five cushions hath my hand, for reveries;
      And one deep pillow for thy brow's fatigues;
Languor of June all winterlong, and ease
      For ever from the vain untravelled leagues.


Thither your years may gather in from storm,
And Love, that sleepeth there, will keep thee warm."
29,On My Songs,"Though unseen Poets, many and many a time,
Have answered me as if they knew my woe,
And it might seem have fashioned so their rime
To be my own soul's cry; easing the flow
Of my dumb tears with language sweet as sobs,
Yet are there days when all these hoards of thought
Hold nothing for me. Not one verse that throbs
Throbs with my heart, or as my brain is fraught.
'Tis then I voice mine own weird reveries:
Low croonings of a motherless child, in gloom
Singing his frightened self to sleep, are these.
One night, if thou shouldst lie in this Sick Room,
Dreading the Dark thou darest not illume,
Listen; my voice may haply lend thee ease."
30,Red lips are not so red,"Red lips are not so red
  As the stained stones kissed by the English dead.
Kindness of wooed and wooer
Seems shame to their love pure.
O Love, your eyes lose lure
  When I behold eyes blinded in my stead!

Your slender attitude
  Trembles not exquisite like limbs knife-skewed,
Rolling and rolling there
Where God seems not to care;
Till the fierce Love they bear
  Cramps them in death's extreme decrepitude.

Your voice sings not so soft, --
  Though even as wind murmuring through raftered loft, --
Your dear voice is not dear,
Gentle, and evening clear,
As theirs whom none now hear
  Now earth has stopped their piteous mouths that coughed.

Heart, you were never hot,
  Nor large, nor full like hearts made great with shot;
And though your hand be pale,
Paler are all which trail
Your cross through flame and hail:
  Weep, you may weep, for you may touch them not."
31,S.I.W.," ""I will to the King,
   And offer him consolation in his trouble,
   For that man there has set his teeth to die,
   And being one that hates obedience,
   Discipline, and orderliness of life,
   I cannot mourn him.""
                           -- W. B. Yeats.


Patting goodbye, doubtless they told the lad
He'd always show the Hun a brave man's face;
Father would sooner him dead than in disgrace, --
Was proud to see him going, aye, and glad.
Perhaps his Mother whimpered how she'd fret
Until he got a nice, safe wound to nurse.
Sisters would wish girls too could shoot, charge, curse, . . .
Brothers -- would send his favourite cigarette,
Each week, month after month, they wrote the same,
Thinking him sheltered in some Y.M. Hut,
Where once an hour a bullet missed its aim
And misses teased the hunger of his brain.
His eyes grew old with wincing, and his hand
Reckless with ague.  Courage leaked, as sand
From the best sandbags after years of rain.
But never leave, wound, fever, trench-foot, shock,
Untrapped the wretch.  And death seemed still withheld
For torture of lying machinally shelled,
At the pleasure of this world's Powers who'd run amok.

He'd seen men shoot their hands, on night patrol,
Their people never knew.  Yet they were vile.
""Death sooner than dishonour, that's the style!""
So Father said.

                One dawn, our wire patrol
Carried him.  This time, Death had not missed.
We could do nothing, but wipe his bleeding cough.
Could it be accident? --  Rifles go off . . .
Not sniped? No. (Later they found the English ball.)

It was the reasoned crisis of his soul.
Against the fires that would not burn him whole
But kept him for death's perjury and scoff
And life's half-promising, and both their riling.

With him they buried the muzzle his teeth had kissed,
And truthfully wrote the Mother ""Tim died smiling."""
32,Schoolmistress,"Schoolmistress
Having, with bold Horatius, stamped her feet
And waved a final swashing arabesque
O'er the brave days of old, she ceased to bleat,
Slapped her Macaulay back upon the desk,
Resuned her calm gaze and her lofty seat.

There, while she heard the classic lines repeat,
Once more the teacher's face clenched stern;
For through the window, looking on the street,
Three soldiers hailed her. She made no return.
One was called 'Orace whom she would not greet."
33,Shadwell Stair,"I am the ghost of Shadwell Stair.
      Along the wharves by the water-house,
      And through the cavernous slaughter-house,
I am the shadow that walks there.


Yet I have flesh both firm and cool,
      And eyes tumultuous as the gems
      Of moons and lamps in the full Thames
When dusk sails wavering down the pool.


Shuddering the purple street-arc burns
      Where I watch always; from the banks
      Dolorously the shipping clanks
And after me a strange tide turns.


I walk till the stars of London wane
      And dawn creeps up the Shadwell Stair.
      But when the crowing syrens blare
I with another ghost am lain."
34,Six o'clock in Princes Street,"In twos and threes, they have not far to roam,
Crowds that thread eastward, gay of eyes;
Those seek no further than their quiet home,
Wives, walking westward, slow and wise.

Neither should I go fooling over clouds,
Following gleams unsafe, untrue,
And tiring after beauty through star-crowds,
Dared I go side by side with you;

Or be you in the gutter where you stand,
Pale rain-flawed phantom of the place,
With news of all the nations in your hand,
And all their sorrows in your face."
35,"Smile, Smile, Smile","Head to limp head, the sunk-eyed wounded scanned
Yesterday's Mail; the casualties (typed small)
And (large) Vast Booty from our Latest Haul.
Also, they read of Cheap Homes, not yet planned;
For, said the paper, ""When this war is done
The men's first instinct will be making homes.
Meanwhile their foremost need is aerodromes,
It being certain war has just begun.
Peace would do wrong to our undying dead, --
The sons we offered might regret they died
If we got nothing lasting in their stead.
We must be solidly indemnified.
Though all be worthy Victory which all bought,
We rulers sitting in this ancient spot
Would wrong our very selves if we forgot
The greatest glory will be theirs who fought,
Who kept this nation in integrity.""
Nation? --  The half-limbed readers did not chafe
But smiled at one another curiously
Like secret men who know their secret safe.
This is the thing they know and never speak,
That England one by one had fled to France
(Not many elsewhere now save under France).
Pictures of these broad smiles appear each week,
And people in whose voice real feeling rings
Say:  How they smile!  They're happy now, poor things."
36,Soldier's Dream,"I dreamed kind Jesus fouled the big-gun gears;
And caused a permanent stoppage in all bolts;
And buckled with a smile Mausers and Colts;
And rusted every bayonet with His tears.

And there were no more bombs, of ours or Theirs,
Not even an old flint-lock, not even a pikel.
But God was vexed, and gave all power to Michael;
And when I woke he'd seen to our repairs."
37,Song of Songs,"Sing me at morn but only with your laugh;
Even as Spring that laugheth into leaf;
Even as Love that laugheth after Life.


Sing me but only with your speech all day,
As voluble leaflets do; let viols die;
The least word of your lips is melody!


Sing me at eve but only your sigh!
Like lifting seas it solaceth; breathe so,
Slowly and low, the sense that no songs say.


Sing me at midnight with your murmurous heart!
Let youth's immortal-moaning chord be heard
Throbbing through you, and sobbing, unsubdued."
