,title,text
10,After-Thought,".   I thought of Thee, my partner and my guide,
   As being past away.--Vain sympathies!
   For, backward, Duddon! as I cast my eyes,
   I see what was, and is, and will abide;
   Still glides the Stream, and shall for ever glide;
   The Form remains, the Function never dies;
   While we, the brave, the mighty, and the wise,
   We Men, who in our morn of youth defied
   The elements, must vanish;--be it so!
  Enough, if something from our hands have power
  To live, and act, and serve the future hour;
  And if, as toward the silent tomb we go,
  Through love, through hope, and faith's transcendent dower,
  We feel that we are greater than we know."
11,Anecdote For Fathers,"I HAVE a boy of five years old;
His face is fair and fresh to see;
His limbs are cast in beauty's mold
And dearly he loves me.

One morn we strolled on our dry walk,
Or quiet home all full in view,
And held such intermitted talk
As we are wont to do.

My thoughts on former pleasures ran;
I thought of Kilve's delightful shore,
Our pleasant home when spring began,
A long, long year before.

A day it was when I could bear
Some fond regrets to entertain;
With so much happiness to spare,
I could not feel a pain.

The green earth echoed to the feet
Of lambs that bounded through the glade,
From shade to sunshine, and as fleet
From sunshine back to shade.

Birds warbled round me---and each trace
Of inward sadness had its charm;
Kilve, thought I, was a favoured place,
And so is Liswyn farm.

My boy beside me tripped, so slim
And graceful in his rustic dress!
And, as we talked, I questioned him,
In very idleness.

""Now tell me, had you rather be,""
I said. and took him by the arm,
""On Kilve's smooth shore, by the green sea,
Or here at Liswyn farm?""

In careless mood he looked at me,
While still I held him by the arm,
And said, ""At Kilve I'd rather be
Than here at Liswyn farm.""

""Now, little Edward, say why so:
My little Edward, tell me why.""---
""I cannot tell, I do not know.""---
""Why, this is strange,"" said I;

""For, here are woods, hills smooth and warm:
There surely must one reason be
Why you would change sweet Liswyn farm
For Kilve by the green sea.""

At this, my boy hung down his head,
He blushed with shame, nor made reply;
And three times to the child I said,
""Why, :Edward, tell me why?""

His head he raised---there was in sight,
It caught his eye, he saw it plain---
Upon the house-top, glittering bright,
A broad and gilded vane.

Then did the boy his tongue unlock,
And eased his mind with this reply:
""At Kilve there was no weather-cock;
And that's the reason why.""

O dearest, dearest boy! my heart
For better lore would seldom yearn,
Could I but teach the hundredth part
Of what from thee I learn."
12,Animal Tranquility and Decay,"The little hedgerow birds,
That peck along the roads, regard him not.
He travels on, and in his face, his step,
His gait, is one expression: every limb,
His look and bending figure, all bespeak
A man who does not move with pain, but moves
With thought.--He is insensibly subdued
To settled quiet: he is one by whom
All effort seems forgotten; one to whom
Long patience hath such mild composure given,
That patience now doth seem a thing of which
He hath no need. He is by nature led
To peace so perfect that the young behold
With envy, what the Old Man hardly feels."
13,By the Seaside,"The sun is couched, the sea-fowl gone to rest,
And the wild storm hath somewhere found a nest;
Air slumbers--wave with wave no longer strives,
Only a heaving of the deep survives,
A tell-tale motion! soon will it be laid,
And by the tide alone the water swayed.
Stealthy withdrawings, interminglings mild
Of light with shade in beauty reconciled--
Such is the prospect far as sight can range,
The soothing recompence, the welcome change.
Where, now, the ships that drove before the blast,
Threatened by angry breakers as they passed;
And by a train of flying clouds bemocked;
Or, in the hollow surge, at anchor rocked
As on a bed of death? Some lodge in peace,
Saved by His care who bade the tempest cease;
And some, too heedless of past danger, court
Fresh gales to waft them to the far-off port
But near, or hanging sea and sky between,
Not one of all those winged powers is seen,
Seen in her course, nor 'mid this quiet heard;
Yet oh! how gladly would the air be stirred
By some acknowledgment of thanks and praise,
Soft in its temper as those vesper lays
Sung to the Virgin while accordant oars
Urge the slow bark along Calabrian shores;
A sea-born service through the mountains felt
Till into one loved vision all things melt:
Or like those hymns that soothe with graver sound
The gulfy coast of Norway iron-bound;
And, from the wide and open Baltic, rise
With punctual care, Lutherian harmonies.
Hush, not a voice is here! but why repine,
Now when the star of eve comes forth to shine
On British waters with that look benign?
Ye mariners, that plough your onward way,
Or in the haven rest, or sheltering bay,
May silent thanks at least to God be given
With a full heart; ""our thoughts are 'heard' in heaven."""
14,Calm is all Nature as a Resting Wheel,"Calm is all nature as a resting wheel.
The kine are couched upon the dewy grass;
The horse alone, seen dimly as I pass,
Is cropping audibly his later meal:
Dark is the ground; a slumber seems to steal
O'er vale, and mountain, and the starless sky.
Now, in this blank of things, a harmony,
Home-felt, and home-created, comes to heal
That grief for which the senses still supply
Fresh food; for only then, when memory
Is hushed, am I at rest. My Friends! restrain
Those busy cares that would allay my pain;
Oh! leave me to myself, nor let me feel
The officious touch that makes me droop again."
15,Character of the Happy Warrior,".   Who is the happy Warrior? Who is he
   That every man in arms should wish to be?
   --It is the generous Spirit, who, when brought
   Among the tasks of real life, hath wrought
   Upon the plan that pleased his boyish thought:
   Whose high endeavours are an inward light
   That makes the path before him always bright;
   Who, with a natural instinct to discern
   What knowledge can perform, is diligent to learn;
  Abides by this resolve, and stops not there,
  But makes his moral being his prime care;
  Who, doomed to go in company with Pain,
  And Fear, and Bloodshed, miserable train!
  Turns his necessity to glorious gain;
  In face of these doth exercise a power
  Which is our human nature's highest dower:
  Controls them and subdues, transmutes, bereaves
  Of their bad influence, and their good receives:
  By objects, which might force the soul to abate
  Her feeling, rendered more compassionate;
  Is placable--because occasions rise
  So often that demand such sacrifice;
  More skilful in self-knowledge, even more pure,
  As tempted more; more able to endure,
  As more exposed to suffering and distress;
  Thence, also, more alive to tenderness.
  --'Tis he whose law is reason; who depends
  Upon that law as on the best of friends;
  Whence, in a state where men are tempted still
  To evil for a guard against worse ill,
  And what in quality or act is best
  Doth seldom on a right foundation rest,
  He labours good on good to fix, and owes
  To virtue every triumph that he knows:
  --Who, if he rise to station of command,
  Rises by open means; and there will stand
  On honourable terms, or else retire,
  And in himself possess his own desire;
  Who comprehends his trust, and to the same
  Keeps faithful with a singleness of aim;
  And therefore does not stoop, nor lie in wait
  For wealth, or honours, or for worldly state;
  Whom they must follow; on whose head must fall,
  Like showers of manna, if they come at all:
  Whose powers shed round him in the common strife,
  Or mild concerns of ordinary life,
  A constant influence, a peculiar grace;
  But who, if he be called upon to face
  Some awful moment to which Heaven has joined
  Great issues, good or bad for human kind,
  Is happy as a Lover; and attired
  With sudden brightness, like a Man inspired;
  And, through the heat of conflict, keeps the law
  In calmness made, and sees what he foresaw;
  Or if an unexpected call succeed,
  Come when it will, is equal to the need:
  --He who, though thus endued as with a sense
  And faculty for storm and turbulence,
  Is yet a Soul whose master-bias leans
  To homefelt pleasures and to gentle scenes;
  Sweet images! which, wheresoe'er he be,
  Are at his heart; and such fidelity
  It is his darling passion to approve;
  More brave for this, that he hath much to love:--
  'Tis, finally, the Man, who, lifted high,
  Conspicuous object in a Nation's eye,
  Or left unthought-of in obscurity,--
  Who, with a toward or untoward lot,
  Prosperous or adverse, to his wish or not--
  Plays, in the many games of life, that one
  Where what he most doth value must be won:
  Whom neither shape or danger can dismay,
  Nor thought of tender happiness betray;
  Who, not content that former worth stand fast,
  Looks forward, persevering to the last,
  From well to better, daily self-surpast:
  Who, whether praise of him must walk the earth
  For ever, and to noble deeds give birth,
  Or he must fall, to sleep without his fame,
  And leave a dead unprofitable name--
  Finds comfort in himself and in his cause;
  And, while the mortal mist is gathering, draws
  His breath in confidence of Heaven's applause:
  This is the happy Warrior; this is he
  That every man in arms should wish to be."
16,Composed During a Storm,"One who was suffering tumult in his soul,
Yet failed to seek the sure relief of prayer,
Went forth--his course surrendering to the care
Of the fierce wind, while mid-day lightnings prowl
Insidiously, untimely thunders growl;
While trees, dim-seen, in frenzied numbers, tear
The lingering remnant of their yellow hair,
And shivering wolves, surprised with darkness, howl
As if the sun were not. He raised his eye
Soul-smitten; for, that instant, did appear
Large space ('mid dreadful clouds) of purest sky,
An azure disc--shield of Tranquillity;
Invisible, unlooked-for, minister
Of providential goodness ever nigh!"
17,Composed upon Westminster Bridge...,"Earth has not anything to show more fair:
   Dull would he be of soul who could pass by
   A sight so touching in its majesty:
   This City now doth, like a garment, wear
   The beauty of the morning; silent, bare,
   Ships, towers, domes, theatres, and temples lie
   Open unto the fields, and to the sky;
   All bright and glittering in the smokeless air.
   Never did sun more beautifully steep
  In his first splendour, valley, rock, or hill;
  Ne'er saw I, never felt, a calm so deep!
  The river glideth at his own sweet will:
  Dear God! the very houses seem asleep;
  And all that mighty heart is lying still!"
18,Dion,".  See Plutarch.
    Serene, and fitted to embrace,
   Where'er he turned, a swan-like grace
   Of haughtiness without pretence,
   And to unfold a still magnificence,
   Was princely Dion, in the power
   And beauty of his happier hour.
   And what pure homage then did wait
   On Dion's virtues, while the lunar beam
   Of Plato's genius, from its lofty sphere,
  Fell round him in the grove of Academe,
  Softening their inbred dignity austere--
    That he, not too elate
    With self-sufficing solitude,
  But with majestic lowliness endued,
  Might in the universal bosom reign,
  And from affectionate observance gain
  Help, under every change of adverse fate.

   Five thousand warriors--O the rapturous day!
  Each crowned with flowers, and armed with spear and shield,
  Or ruder weapon which their course might yield,
  To Syracuse advance in bright array.
  Who leads them on?--The anxious people see
  Long-exiled Dion marching at their head,
  He also crowned with flowers of Sicily,
  And in a white, far-beaming, corslet clad!
  Pure transport undisturbed by doubt or fear
  The gazers feel; and, rushing to the plain,
  Salute those strangers as a holy train
  Or blest procession (to the Immortals dear)
  That brought their precious liberty again.
  Lo! when the gates are entered, on each hand,
  Down the long street, rich goblets filled with wine
    In seemly order stand,
  On tables set, as if for rites divine;--
  And, as the great Deliverer marches by,
  He looks on festal ground with fruits bestrown;
  And flowers are on his person thrown
    In boundless prodigality;
  Nor doth the general voice abstain from prayer,
  Invoking Dion's tutelary care,
  As if a very Deity he were!

   Mourn, hills and groves of Attica! and mourn,
  Ilissus, bending o'er thy classic urn!
  Mourn, and lament for him whose spirit dreads
  Your once sweet memory, studious walks and shades!
  For him who to divinity aspired,
  Not on the breath of popular applause,
  But through dependence on the sacred laws
  Framed in the schools where Wisdom dwelt retired,
  Intent to trace the ideal path of right
  (More fair than heaven's broad causeway paved with stars)
  Which Dion learned to measure with sublime delight;--
  But He hath overleaped the eternal bars;
  And, following guides whose craft holds no consent
  With aught that breathes the ethereal element,
  Hath stained the robes of civil power with blood,
  Unjustly shed, though for the public good.
  Whence doubts that came too late, and wishes vain,
  Hollow excuses, and triumphant pain;
  And oft his cogitations sink as low
  As, through the abysses of a joyless heart,
  The heaviest plummet of despair can go--
  But whence that sudden check? that fearful start!
    He hears an uncouth sound--
    Anon his lifted eyes
  Saw, at a long-drawn gallery's dusky bound,
  A Shape of more than mortal size
  And hideous aspect, stalking round and round!
    A woman's garb the Phantom wore,
    And fiercely swept the marble floor,--
    Like Auster whirling to and fro,
    His force on Caspian foam to try;
  Or Boreas when he scours the snow
  That skims the plains of Thessaly,
  Or when aloft on Mænalus he stops
  His flight, 'mid eddying pine-tree tops!

   So, but from toil less sign of profit reaping,
  The sullen Spectre to her purpose bowed,
  Sweeping--vehemently sweeping--
  No pause admitted, no design avowed!
  ""Avaunt, inexplicable Guest!--avaunt,""
  Exclaimed the Chieftain--""let me rather see
  The coronal that coiling vipers make;
  The torch that flames with many a lurid flake,
  And the long train of doleful pageantry
  Which they behold, whom vengeful Furies haunt;
  Who, while they struggle from the scourge to flee,
  Move where the blasted soil is not unworn,
  And, in their anguish, bear what other minds have borne!""

   But Shapes, that come not at an earthly call,
  Will not depart when mortal voices bid;
  Lords of the visionary eye whose lid,
  Once raised, remains aghast, and will not fall!
  Ye Gods, thought He, that servile Implement
    Obeys a mystical intent!
  Your Minister would brush away
  The spots that to my soul adhere;
  But should she labour night and day,
  They will not, cannot disappear;
  Whence angry perturbations,--and that look
  Which no philosophy can brook!


   Ill-fated Chief! there are whose hopes are built
  Upon the ruins of thy glorious name;
  Who, through the portal of one moment's guilt,
  Pursue thee with their deadly aim!
  O matchless perfidy! portentous lust
  Of monstrous crime!--that horror-striking blade,
  Drawn in defiance of the Gods, hath laid
  The noble Syracusan low in dust!
  Shudder'd the walls--the marble city wept--
  And sylvan places heaved a pensive sigh;
  But in calm peace the appointed Victim slept,
  As he had fallen in magnanimity;
  Of spirit too capacious to require
  That Destiny her course should change; too just
  To his own native greatness to desire
  That wretched boon, days lengthened by mistrust.
  So were the hopeless troubles, that involved
  The soul of Dion, instantly dissolved.
  Released from life and cares of princely state,
  He left this moral grafted on his Fate;
  ""Him only pleasure leads, and peace attends,
  Him, only him, the shield of Jove defends,
  Whose means are fair and spotless as his ends."""
19,Elegiac Stanzas Suggested by a Picture of Peele Castle,". I was thy neighbour once, thou rugged Pile!
   Four summer weeks I dwelt in sight of thee:
   I saw thee every day; and all the while
   Thy Form was sleeping on a glassy sea.
   So pure the sky, so quiet was the air!
   So like, so very like, was day to day!
   Whene'er I looked, thy Image still was there;
   It trembled, but it never passed away.
   How perfect was the calm! it seemed no sleep;
  No mood, which season takes away, or brings:
  I could have fancied that the mighty Deep
  Was even the gentlest of all gentle things.

  Ah!  then , if mine had been the Painter's hand,
  To express what then I saw; and add the gleam,
  The light that never was, on sea or land,
  The consecration, and the Poet's dream;

  I would have planted thee, thou hoary Pile
  Amid a world how different from this!
  Beside a sea that could not cease to smile;
  On tranquil land, beneath a sky of bliss.

  Thou shouldst have seemed a treasure-house divine
  Of peaceful years; a chronicle of heaven;--
  Of all the sunbeams that did ever shine
  The very sweetest had to thee been given.

  A Picture had it been of lasting ease,
  Elysian quiet, without toil or strife;
  No motion but the moving tide, a breeze,
  Or merely silent Nature's breathing life.

  Such, in the fond illusion of my heart,
  Such Picture would I at that time have made:
  And seen the soul of truth in every part,
  A steadfast peace that might not be betrayed.

  So once it would have been,--'tis so no more;
  I have submitted to a new control:
  A power is gone, which nothing can restore;
  A deep distress hath humanised my Soul.

  Not for a moment could I now behold
  A smiling sea, and be what I have been:
  The feeling of my loss will ne'er be old;
  This, which I know, I speak with mind serene.

  Then, Beaumont, Friend! who would have been the Friend,
  If he had lived, of Him whom I deplore,
  This work of thine I blame not, but commend;
  This sea in anger, and that dismal shore.

  O 'tis a passionate Work!--yet wise and well,
  Well chosen is the spirit that is here;
  That Hulk which labours in the deadly swell,
  This rueful sky, this pageantry of fear!

  And this huge Castle, standing here sublime,
  I love to see the look with which it braves,
  Cased in the unfeeling armour of old time,
  The lightning, the fierce wind, the trampling waves.

  Farewell, farewell the heart that lives alone,
  Housed in a dream, at distance from the Kind!
  Such happiness, wherever it be known,
  Is to be pitied; for 'tis surely blind.

  But welcome fortitude, and patient cheer,
  And frequent sights of what is to be borne!
  Such sights, or worse, as are before me here.--
   Not without hope we suffer and we mourn."
20,Expostulation and Reply,"""Why, William, on that old gray stone,
Thus for the length of half a day,
Why, William, sit you thus alone,
And dream your time away?

""Where are your books? -- that light bequeathed
To Beings else forlorn and blind!
Up! up! and drink the spirit breathed
From dead men to their kind.

""You look round on your Mother Earth,
As if she for no purpose bore you;
As if you were her first-born birth,
And none had lived before you!""

One morning thus, by Esthwaite lake,
When life was sweet, I knew not why,
To me my good friend Matthew spake,
And thus I made reply:--

""The eye -- it cannot choose but see;
We cannot bid the ear be still;
Our bodies feel, where'er they be,
Against or with our will.

""Nor less I deem that there are Powers
Which of themselves our minds impress;
That we can feed this mind of ours
In a wise passiveness.

""Think you, 'mid all this mighty sum
Of things forever speaking,
That nothing of itself will come
But we must still be seeking?

""Then ask not wherefore, here, alone,
Conversing as I may,
I sit upon this old gray stone,
And dream my time away."""
