,title,text
10,Address to the Devil,"O thou! whatever title suit thee,--
    Auld Hornie, Satan, Nick, or Clootie!
    Wha in yon cavern, grim an' sootie,
        Clos'd under hatches,
    Spairges about the brunstane cootie
        To scaud poor wretches!
    Hear me, Auld Hangie, for a wee,
    An' let poor damned bodies be;
    I'm sure sma' pleasure it can gie,
       E'en to a deil,
   To skelp an' scaud poor dogs like me,
       An' hear us squeel!
   Great is thy pow'r, an' great thy fame;
   Far ken'd an' noted is thy name;
   An' tho' yon lowin heugh's thy hame,
       Thou travels far;
   An' faith! thou's neither lag nor lame,
       Nor blate nor scaur.
   Whyles, ranging like a roarin lion,
   For prey a' holes an' corners tryin;
   Whyles, on the strong-wing'd tempest flyin,
       Tirlin' the kirks;
   Whyles, in the human bosom pryin,
       Unseen thou lurks.
   I've heard my rev'rend graunie say,
   In lanely glens ye like to stray;
   Or whare auld ruin'd castles gray
       Nod to the moon,
   Ye fright the nightly wand'rer's way
       Wi' eldritch croon.
   When twilight did my graunie summon
   To say her pray'rs, douce honest woman!
   Aft yont the dike she's heard you bummin,
       Wi' eerie drone;
   Or, rustlin thro' the boortrees comin,
       Wi' heavy groan.
   Ae dreary, windy, winter night,
   The stars shot down wi' sklentin light,
   Wi' you mysel I gat a fright,
       Ayont the lough;
   Ye like a rash-buss stood in sight,
       Wi' waving sugh.
   The cudgel in my nieve did shake,
   Each bristl'd hair stood like a stake,
   When wi' an eldritch, stoor ""Quaick, quaick,""
       Amang the springs,
   Awa ye squatter'd like a drake,
       On whistling wings.
   Let warlocks grim an' wither'd hags
   Tell how wi' you on ragweed nags
   They skim the muirs an' dizzy crags
       Wi' wicked speed;
   And in kirk-yards renew their leagues,
       Owre howket dead.
   Thence, countra wives wi' toil an' pain
   May plunge an' plunge the kirn in vain;
   For oh! the yellow treasure's taen
       By witchin skill;
   An' dawtet, twal-pint hawkie's gaen
         As yell's the bill.
   Thence, mystic knots mak great abuse,
   On young guidmen, fond, keen, an' croose;
   When the best wark-lume i' the house,
       By cantraip wit,
   Is instant made no worth a louse,
       Just at the bit.
   When thowes dissolve the snawy hoord,
   An' float the jinglin icy-boord,
   Then water-kelpies haunt the foord
       By your direction,
   An' nighted trav'lers are allur'd
       To their destruction.
   And aft your moss-traversing spunkies
   Decoy the wight that late an drunk is:
   The bleezin, curst, mischievous monkeys
       Delude his eyes,
   Till in some miry slough he sunk is,
       Ne'er mair to rise.
   When Masons' mystic word an grip
   In storms an' tempests raise you up,
   Some cock or cat your rage maun stop,
       Or, strange to tell!
   The youngest brither ye wad whip
       Aff straught to hell!
   Lang syne, in Eden'd bonie yard,
   When youthfu' lovers first were pair'd,
   An all the soul of love they shar'd,
       The raptur'd hour,
   Sweet on the fragrant flow'ry swaird,
       In shady bow'r;
   Then you, ye auld snick-drawin dog!
   Ye cam to Paradise incog,
   And play'd on man a cursed brogue,
       (Black be your fa'!)
   An gied the infant warld a shog,
       Maist ruin'd a'.
   D'ye mind that day, when in a bizz,
   Wi' reeket duds an reestet gizz,
   Ye did present your smoutie phiz
      Mang better folk,
  An' sklented on the man of Uz
      Your spitefu' joke?
  An' how ye gat him i' your thrall,
  An' brak him out o' house and hal',
  While scabs and blotches did him gall,
      Wi' bitter claw,
  An' lows'd his ill-tongued, wicked scaul,
      Was warst ava?
  But a' your doings to rehearse,
  Your wily snares an' fechtin fierce,
  Sin' that day Michael did you pierce,
      Down to this time,
  Wad ding a Lallan tongue, or Erse,
      In prose or rhyme.
  An' now, Auld Cloots, I ken ye're thinkin,
  A certain Bardie's rantin, drinkin,
  Some luckless hour will send him linkin,
      To your black pit;
  But faith! he'll turn a corner jinkin,
      An' cheat you yet.
  But fare you weel, Auld Nickie-ben!
  O wad ye tak a thought an' men'!
  Ye aiblins might--I dinna ken--
      Still hae a stake:
  I'm wae to think upo' yon den,
      Ev'n for your sake!"
11,Address To The Tooth-Ache,"My curse upon your venom'd stang,
That shoots my tortur'd gums alang;
And thro' my lugs gies mony a twang,
    Wi' gnawing vengeance;
Tearing my nerves wi' bitter pang,
    Like racking engines!

When fevers burn, or ague freezes,
Rheumatics gnaw, or cholic squeezes;
Our neighbors' sympathy may ease us,
    Wi' pitying moan;
But thee -- thou hell o' a' diseases --
    They mock our groan!

Adown my beard the slavers trickle!
I throw the wee stools o'er the mickle,
As round the fire the giglets keckle,
    To see me loup;
While raving mad, I wish a heckle
    Were in their doup.

O' a' the num'rous human dools,
Ill har'sts, daft bargains, cutty-stools,
Or worthy friends rak'd i' the mools,
    Sad sight to see !
The tricks o' knaves, or fash o' fools,
    Thou bear'st the gree.

Where'er that place be priests ca' hell,
Whence a' the tones o' mis'ry yell,
And rankd plagues their numbers tell,
    In dreadfu' raw,
Thou, Tooth-ache, surely bear'st the bell
    Amang them a'!

O thou grim, mischief-making chiel,
That gars the notes of discord squeel,
Till daft mankiud aft dance a reel
    In gore a shoe-thick; --
Gie a' the foes o' Scotland's weal
    A towmond's Tooth-ache!"
12,Address to the Unco Guid,"My Son, these maxims make a rule,
An' lump them aye thegither;
The Rigid Righteous is a fool,
The Rigid Wise anither:
The cleanest corn that ere was dight
May hae some pyles o' caff in;
So ne'er a fellow creature slight
For random fits o' daffin.
Solomon.--Eccles. ch. vii. verse 16


O ye wha are sae guid yoursel',
Sae pious and sae holy,
Ye've nought to do but mark and tell
Your neibours' fauts and folly!
Whase life is like a weel-gaun mill,
Supplied wi' store o' water;
The heapèd happer's ebbing still,
An' still the clap plays clatter.

Hear me, ye venerable core,
As counsel for poor mortals
That frequent pass douce Wisdom's door
For glaikit Folly's portals:
I, for their thoughtless, careless sakes,
Would here propone defences--
Their donsie tricks, their black mistakes,
Their failings and mischances.

Ye see your state wi' theirs compared,
And shudder at the niffer;
But cast a moment's fair regard,
What makes the mighty differ?
Discount what scant occassion gave,
That purity ye pride in;
And (what's aft mair than a' the lave)
Your better art o' hidin.

Think, when your castigated pulse
Gies now and then a wallop,
What ragings must his veins convulse,
That still eternal gallop!
Wi' wind and tide fair i' your tail,
Right on ye scud your sea-way;
But in the teeth o' baith to sail,
It maks a unco lee-way.

See Social Life and Glee sit down,
All joyous and unthinking,
Till, quite transmugrified, they're grown
Debauchery and Drinking:
O would they stay to calculate
Th' external consequences;
Or your more dreaded hell to state
Damnation of expenses!

Ye high, exalted, virtuous dames,
Tied up in godly laces,
Before ye gie poor Frailty names,
Suppose a change o' cases;
A dear-lov'd lad, convenience snug,
A treach'rous inclination--
But let me whisper i' your lug,
Ye're aiblins nae temptation.

Then gently scan your brother man,
Still gentler sister woman;
Tho' they may gang a kennin wrang,
To step aside is human;
One point must still be greatly dark,--
The moving Why they do it;
And just as lamely can ye mark,
How far perhaps they rue it.

Who made the heart, 'tis He alone
Decidedly can try us;
He knows each chord, its various tone,
Each spring, its various bias:
Then at the balance let's be mute,
We never can adjust it;
What's done we partly may compute,
But know not what's resisted."
13,Ae Fond Kiss,"A fond kiss, and then we sever;
A farewell, and then forever!
Deep in heart-wrung tears I'll pledge thee,
Warring sighs and groans I'll wage thee.
Who shall say that Fortune grieves him,
While the star of hope she leaves him?
Me, nae cheerfu' twinkle lights me;
Dark despair around benights me.
I'll ne'er blame my partial fancy,
Nothing could resist my Nancy;
But to see her was to love her;
Love but her, and love forever.
Had we never lov'd say kindly,
Had we never lov'd say blindly,
Never met--or never parted--
We had ne'er been broken-hearted.
Fare thee well, thou first and fairest!
Fare thee well, thou best and dearest!
Thine be like a joy and treasure,
Peace. enjoyment, love, and pleasure!
A fond kiss, and then we sever;
A farewell, alas, forever!
Deep in heart-wrung tears I'll pledge thee,
Warring sighs and groans I'll wage thee!"
14,Afton Water,"Flow gently, sweet Afton, among thy green braes,
    Flow gently, I'll sing thee a song in thy praise;
    My Mary's asleep by thy murmuring stream,
    Flow gently, sweet Afton, disturb not her dream.
    Thou stock-dove, whose echo resounds thro' the glen,
    Ye wild whistling blackbirds in yon thorny den,
    Thou green-crested lapwing, thy screaming forbear,
    I charge you disturb not my slumbering fair.
    How lofty, sweet Afton, thy neighbouring hills,
   Far mark'd with the courses of clear winding rills;
   There daily I wander as noon rises high,
   My flocks and my Mary's sweet cot in my eye.
   How pleasant thy banks and green valleys below,
   Where wild in the woodlands the primroses blow;
   There oft, as mild Ev'ning sweeps over the lea,
   The sweet-scented birk shades my Mary and me.
   Thy crystal stream, Afton, how lovely it glides,
   And winds by the cot where my Mary resides,
   How wanton thy waters her snowy feet lave,
   As gathering sweet flowrets she stems thy clear wave.
   Flow gently, sweet Afton, among thy green braes,
   Flow gently, sweet river, the theme of my lays;
   My Mary's asleep by thy murmuring stream,
   Flow gently, sweet Afton, disturb not her dream."
15,Again Rejoicing Nature Sees,"Again rejoicing nature sees
    Her robe assume its vernal hues,
Her leafy looks wave in the breeze,
    All freshly steep'd in morning dews.
         And maun I still on Menie doat,
              And bear the scorn that's in her ee?
         For it's jet, jet black, an' it's like a hawk,
              An' it winna let a body be!

In vain to me the cowslips blaw,
    In vain to me the vi'lets spring;
In vain to me, in glen or shaw,
    The mavis and the lintwhite sing.
         And maun I still...

The merry ploughboy cheers his team,
    Wi' joy the tentie seedsman stalks,
But life to me 's a weary dream,
    A dream of ane that never wauks.
         And maun I still...

The wanton coot the water skims,
    Among the reeds the ducklings cry,
The stately swan majestic swims,
    And every thing is blest but I.
         And maun I still...

The shepherd steeks his faulding slap,
    And owre the moorlands whistles shill,
Wi' wild, unequal, wand'ring step,
    I meet him on the dewy hill.
         And maun I still...

And when the lark, 'tween light and dark,
    Blythe waukens by the daisy's side,
And mounts and sings on fluttering wings,
    A woe-worn ghaist I hameward glide.
         And maun I still...

Come, Winter, with thine angry howl,
    And raging bend the naked tree;
Thy gloom will soothe my cheerless soul,
    When Nature all is sad like me!
         And maun I still..."
16,"Ah, Woe Is Me, My Mother Dear","Paraphrase of Jeremiah, 15th Chap., 10th verse.

Ah, woe is me, my mother dear!
A man of strife ye've born me:
For sair contention I maun bear;
They hate, revile, and scorn me.

I ne'er could lend on bill or band,
That five per cent. might blest me;
And borrowing, on the tither hand,
The deil a ane wad trust me.

Yet I, a coin-denied wight,
By Fortune quite discarded;
Ye see how I am, day and night,
By lad and lass blackguarded!"
17,"Anna, thy Charms","Yestreen I had a pint o' wine,
    A place where body saw na;
Yestreen lay on this breast o' mine
    The gowden locks of Anna.

The hungry Jew in wilderness
    Rejoicing o'er his manna
Was naething to my hiney bliss
    Upon the lips of Anna.

Ye Monarchs take the East and West
    Frae Indus to Savannah:
Gie me within my straining grasp
    The melting form of Anna!

There I'll despise Imperial charms,
    An empress or sultana,
While dying raptures in her arms,
    I give an' take wi' Anna!

Awa, thou flaunting God of Day!
    Awa, thou pale Diana!
Ilk star, gae hide thy twinkling ray,
    When I'm to meet my Anna!

Come, in thy raven plumage, Night
    (Sun, Moon, and Stars, withdrawn a')
And bring an Angel-pen to write
    My transports with my Anna!

The Kirk an State may join, an tell
    To do sic things I maunna:
The Kirk an State may gae to Hell,
    And I'll gae to my Anna.
She is the sunshine o' my e'e,
    To live but her I canna:
Had I on earth but wishes three,
    The first should be my Anna."
18,Auld Lang Syne,"Should auld acquaintance be forgot,
And never brought to mind?
Should auld acquaintance be forgot,
And auld lang syne!

Chorus - For auld land syne, my dear,
For auld lang syne,
We'll tak a cup o' kindness yet,
For auld lang syne.

And surely ye'll be your pint stowp!
And surely I'll be mine!
And we'll tak a cup o' kindness yet,
For auld lang syne.

Chorus...

We twa hae run about the braes,
And pou'd the gowans fine;
But we've wander'd mony a weary fit
Sin' auld lang syne.

Chorus...

We twa hae paidl'd in the burn,
Frae morning sun till dine;
But seas between us briad hae roar'd
Sin' auld lang syne.

Chorus...

And there's a hand, my trusty fere!
And gie's a hand o' thine!
And we'll tak' a right gude-willie waught,
For auld lang syne.

Chorus..."
19,Bonie Lesley,"O saw ye bonie Lesley
     As she gaed o'er the Border?
    She 's gane, like Alexander,
     To spread her conquests farther.

    To see her is to love her,
     And love but her for ever;
    For Nature made her what she is,
     And ne'er made sic anither!

    Thou art a queen, fair Lesley,
     Thy subjects we, before thee:
    Thou art divine, fair Lesley,
     The hearts o' men adore thee.

    The Deil he couldna scaith thee,
     Or aught that wad belang thee;
    He'd look into thy bonnie face
     And say, 'I canna wrang thee!'

    The Powers aboon will tent thee,
     Misfortune sha'na steer thee:
    Thou'rt like themsel' sae lovely,
     That ill they'll ne'er let near thee.

    Return again, fair Lesley,
     Return to Caledonie!
    That we may brag we hae a lass
     There 's nane again sae bonie!"
20,Bonie Peggy Alison,"Chor. - And I'll kiss thee yet, yet,
And I'll kiss thee o'er again:
And I'll kiss thee yet, yet,
My bonie Peggy Alison.

Ilk care and fear, when thou art near
I evermair defy them, O!
Young kings upon their hansel throne
Are no sae blest as I am, O!
And I'll kiss thee yet, yet, &c.

When in my arms, wi' a' thy charms,
I clasp my countless treasure, O!
I seek nae mair o' Heaven to share
Than sic a moment's pleasure, O!
And I'll kiss thee yet, yet, &c.

And by thy een sae bonie blue,
I swear I'm thine for ever, O!
And on thy lips I seal my vow,
And break it shall I never, O!
And I'll kiss thee yet, yet, &c."
