,title,text
10,A Code of Morals,"Now Jones had left his new-wed bride to keep his house in order,
And hied away to the Hurrum Hills above the Afghan border,
To sit on a rock with a heliograph; but ere he left he taught
His wife the working of the Code that sets the miles at naught.

And Love had made him very sage, as Nature made her fair;
So Cupid and Apollo linked , per heliograph, the pair.
At dawn, across the Hurrum Hills, he flashed her counsel wise --
At e'en, the dying sunset bore her husband's homilies.

He warned her 'gainst seductive youths in scarlet clad and gold,
As much as 'gainst the blandishments paternal of the old;
But kept his gravest warnings for (hereby the ditty hangs)
That snowy-haired Lothario, Lieutenant-General Bangs.

'Twas General Bangs, with Aide and Staff, who tittupped on the way,
When they beheld a heliograph tempestuously at play.
They thought of Border risings, and of stations sacked and burnt --
So stopped to take the message down -- and this is whay they learnt --

""Dash dot dot, dot, dot dash, dot dash dot"" twice. The General swore.
""Was ever General Officer addressed as 'dear' before?
""'My Love,' i' faith! 'My Duck,' Gadzooks! 'My darling popsy-wop!'
""Spirit of great Lord Wolseley, who is on that mountaintop?""

The artless Aide-de-camp was mute; the gilded Staff were still,
As, dumb with pent-up mirth, they booked that message from the hill;
For clear as summer lightning-flare, the husband's warning ran: --
""Don't dance or ride with General Bangs -- a most immoral man.""

[At dawn, across the Hurrum Hills, he flashed her counsel wise --
But, howsoever Love be blind, the world at large hath eyes.]
With damnatory dot and dash he heliographed his wife
Some interesting details of the General's private life.

The artless Aide-de-camp was mute, the shining Staff were still,
And red and ever redder grew the General's shaven gill.
And this is what he said at last (his feelings matter not): --
""I think we've tapped a private line. Hi! Threes about there! Trot!""

All honour unto Bangs, for ne'er did Jones thereafter know
By word or act official who read off that helio.
But the tale is on the Frontier, and from Michni to Mooltan
They know the worthy General as ""that most immoral man."""
11,A Counting-Out Song,"What is the song the children sing,
When doorway lilacs bloom in Spring,
And the Schools are loosed, and the games are played
That were deadly earnest when Earth was made?
Hear them chattering, shrill and hard,
After dinner-time, out in the yard,
As the sides are chosen and all submit
To the chance of the lot that shall make them ""It.""
(Singing) ""Eenee, Meenee, Mainee, Mo!
Catch a nigger by the toe!
(If he hollers let him go!)
Eenee, Meenee. Mainee, Mo!
You-are-It!""

Eenee, Meenee, Mainee, and Mo
Were the First Big Four of the Long Ago,
When the Pole of the Earth sloped thirty degrees,
And Central Europe began to freeze,
And they needed Ambassadors staunch and stark
To steady the Tribes in the gathering dark:
But the frost was fierce and flesh was frail,
So they launched a Magic that could not fail.
(Singing) ""Eenee, Meenee, Mainee, Mo!
Hear the wolves across the snow!
Some one has to kill 'em--so
Eenee, Meenee, Mainee, Mo
Make--you--It!""

Slowly the Glacial Epoch passed,
Central Europe thawed out at last;
And, under the slush of the melting snows
The first dim shapes of the Nations rose.
Rome, Britannia, Belgium, Gaul--
Flood and avalanche fathered them all;
And the First Big Four, as they watched the mess,
Pitied Man in his helplessness.
(Singing) ""Eenee, Meenee, Mainee, Mo!
Trouble starts When Nations grow,
Some one has to stop it--so
Eenee, Meenee, Mainee, Mo!
Make-you-It!""

Thus it happened, but none can tell
What was the Power behind the spell--
Fear, or Duty, or Pride, or Faith--
That sent men shuddering out to death--
To cold and watching, and, worse than these,
Work, more work, when they looked for ease--
To the days discomfort, the nights despair,
In the hope of a prize that they never could share,
(Singing) ""Eenee, Meenee, Mainee, Mo!
Man is born to Toil and Woe.
One will cure another--so
Eenee, Meenee, Mainee, Mo
Make--you--It!""

Once and again, as the Ice went North
The grass crept up to the Firth of Forth.
Once and again, as the Ice came South
The glaciers ground over Lossiemouth.
But, grass or glacier, cold or hot,
The men went out who would rather not,
And fought with the Tiger, the Pig and the Ape,
To hammer the world into decent shape.
(Singing) ""Eenee, Meenee, Mainee, Mo!
What's the use of doing so?
Ask the Gods, for we don't know;
But Eenee, Meenee, Mainee, Mo
Make-us-It!""

Nothing is left of that terrible rune
But a tag of gibberish tacked to a tune
That ends the waiting and settles the claims
Of children arguing over their games;
For never yet has a boy been found
To shirk his turn when the turn came round;
Nor even a girl has been known to say
""If you laugh at me I shan't play.""
For--  ""Eenee, Meenee, Mainee, Mo,
(Don't you let the grown-ups know!)
You may hate it ever so,
But if you're chose you're bound to go,
When Eenee, Meenee, Mainee, Mo
Make-you-It!"""
12,A Death-Bed,"This is the State above the Law.
 The State exists for the State alone.""
[This is a gland at the back of the jaw,
 And an answering lump by the collar-bone.]

Some die shouting in gas or fire;
  Some die silent, by shell and shot.
Some die desperate, caught on the wire -
 Some die suddenly. This will not.

""Regis suprema voluntas Lex""
[It will follow the regular course of--throats.]
Some die pinned by the broken decks,
 Some die sobbing between the boats.

Some die eloquent, pressed to death
 By the sliding trench as their friends can hear
Some die wholly in half a breath.
 Some--give trouble for half a year.

""There is neither Evil nor Good in life
 Except as the needs of the State ordain.""
[Since it is rather too late for the knife,
All we can do is to mask the pain.]

Some die saintly in faith and hope--
 One died thus in a prison-yard--
Some die broken by rape or the rope;
 Some die easily. This dies hard.

""I will dash to pieces who bar my way.
 Woe to the traitor! Woe to the weak! ""
[Let him write what he wishes to say.
It tires him out if he tries to speak.
Some die quietly. Some abound
 In loud self-pity. Others spread
Bad morale through the cots around  
 This is a type that is better dead.

""The war was forced on me by my foes.
  All that I sought was the right to live.""
[Don't be afraid of a triple dose;
The pain will neutralize all we give.

Here are the needles. See that he dies
While the effects of the drug endure. . . .
What is the question he asks with his eyes?--
Yes, All-Highest, to God, be sure."
13,A Dedication,"And they were stronger hands than mine
That digged the Ruby from the earth--
More cunning brains that made it worth
The large desire of a king,
And stouter hearts that through the brine
Went down the perfect Pearl to bring.

Lo, I have wrought in common clay
Rude figures of a rough-hewn race,
Since pearls strew not the market-place
In this my town of banishment,
Where with the shifting dust I play,
And eat the bread of discontent.

Yet is there life in that I make.
0 thou who knowest, turn and see--
As thou hast power over me
So have I power over these,
Because I wrought them for thy sake,
And breathed in them mine agonies.

Small mirth was in the making--now
I lift the cloth that cloaks the clay,
And, wearied, at thy feet I lay
My wares, ere I go forth to sell.
The long bazar will praise, but thou--
Heart of my heart--have I done well?"
14,A Dedication to Soldiers Three,"And they were stronger hands than mine
That digged the Ruby from the earth--
More cunning brains that made it worth
The large desire of a king,
And stouter hearts that through the brine
Went down the perfect Pearl to bring.

Lo, I have wrought in common clay
Rude figures of a rough-hewn race,
Since pearls strew not the market-place
In this my town of banishment,
Where with the shifting dust I play,
And eat the bread of discontent.

Yet is there life in that I make.
0 thou who knowest, turn and see--
As thou hast power over me
So have I power over these,
Because I wrought them for thy sake,
And breathed in them mine agonies.

Small mirth was in the making--now
I lift the cloth that cloaks the clay,
And, wearied, at thy feet I lay
My wares, ere I go forth to sell.
The long bazaar will praise, but thou--
Heart of my heart--have I done well?"
15,A Departure,"Since first the White Horse Banner blew free,
 By Hengist's horde unfurled,
Nothing has changed on land or sea
 Of the things that steer the world.
(As it was when the long-ships scudded through the gale
 So it is where the Liners go.)
Time and Tide, they are both in a tale--
 ""Woe to the weaker -- woe! ""

No charm can bridle the hard-mouthed wind
 Or smooth the fretting swell.
No gift can alter the grey Sea's mind,
 But she serves the strong man well.
(As it is when her uttermost deeps are stirred
 So it is where the quicksands show,)
All the waters have but one word--
 ""Woe to the weaker -- woe! ""

The feast is ended, the tales are told,
 The dawn is overdue,
And we meet on the quay in the whistling cold
 Where the galley waits her crew.
Out with the torches, they have flared too long,
 And bid the harpers go.
Wind and warfare have but one song--
 ""Woe to the weaker -- woe!""

Hail to the great oars gathering way,
 As the beach begins to slide!
Hail to the war-shields' click and play
 As they lift along our side!
Hail to the first wave over the bow--
 Slow for the sea-stroke! Slow!--
All the benches are grunting now:--
 ""Woe to the weaker -- woe!"""
16,A General Summary,"We are very slightly changed
From the semi-apes who ranged
 India's Prehistoric clay;
He that drew the longest bow
Ran his brother down, you know,
 As we run men down to-day.

""Dowb,"" the first of all his race,
Met the Mammoth face to face
 On the lake or in the cave:
Stole the steadiest canoe,
Ate the quarry others slew,
 Died -- and took the finest grave.

When they scratched the reindeer-bone,
Some one made the sketch his own,
 Filched it from the artist -- then,
Even in those early days,
Won a simple Viceroy's praise
 Through the toil of other men.
Ere they hewed the Sphinx's visage
Favouritism governed kissage,
 Even as it does in this age.

Who shall doubt ""the secret hid
Under Cheops' pyramid""
Was that the contractor did
 Cheops out of several millions?
Or that Joseph's sudden rise
To comptroller of Supplies
Was a fraud of monstrous size
 On King Pharaoh's swart Civilians?

Thus, the artless songs I sing
Do not deal with anything
 New or never said before.
As it was in the beginning
Is to-day official sinning,
 And shall be for evermore!"
17,A Legend of Truth,"Once on a time, the ancient legends tell,
Truth, rising from the bottom of her well,
Looked on the world, but, hearing how it lied,
Returned to her seclusion horrified.
There she abode, so conscious of her worth,
Not even Pilate's Question called her forth,
Nor Galileo, kneeling to deny
The Laws that hold our Planet 'neath the sky.
Meantime, her kindlier sister, whom men call
Fiction, did all her work and more than all,
With so much zeal, devotion, tact, and care,
That no one noticed Truth was otherwhere.

Then came a War when, bombed and gassed and mined,
Truth rose once more, perforce, to meet mankind,
And through the dust and glare and wreck of things,
Beheld a phantom on unbalanced wings,
Reeling and groping, dazed, dishevelled, dumb,
But semaphoring direr deeds to come.

Truth hailed and bade her stand; the quavering shade
Clung to her knees and babbled, ""Sister, aid!
I am--I was--thy Deputy, and men
Besought me for my useful tongue or pen
To gloss their gentle deeds, and I complied,
And they, and thy demands, were satisfied.
But this--"" she pointed o'er the blistered plain,
Where men as Gods and devils wrought amain--
""This is beyond me! Take thy work again.""

Tablets and pen transferred, she fled afar,
And Truth assumed the record of the War...
She saw, she heard, she read, she tried to tell
Facts beyond precedent and parallel--
Unfit to hint or breathe, much less to write,
But happening every minute, day and night.
She called for proof. It came. The dossiers grew.
She marked them, first, ""Return. This can't be true.""
Then, underneath the cold official word:
""This is not really half of what occurred.""

She faced herself at last, the story runs,
And telegraphed her sister: ""Come at once.
Facts out of hand. Unable overtake
Without your aid. Come back for Truth's own sake!
Co-equal rank and powers if you agree.
They need us both, but you far more than me!"""
18,A Lover's Journey,"When a lover hies abroad
              Looking for his love,
              Azrael smiling sheathes his sword,
              Heaven smiles above.
              Earth and sea
              His servants be,
              And to lesser compass round,
              That his love be sooner found!"
19,A Nativity,"The Babe was laid in the Manger
 Between the gentle kine --
All safe from cold and danger --
 ""But it was not so with mine,
                 (With mine!  With mine!)
 ""Is it well with the child, is it well?""
   The waiting mother prayed.
 ""For I know not how he fell,
   And I know not where he is laid.""

A Star stood forth in Heaven;
 The Watchers ran to see
The Sign of the Promise given --
 ""But there comes no sign to me.
                  (To me! To me!)
 ""My child died in the dark.
   Is it well with the child, is it well?
 There was none to tend him or mark,
   And I know not how he fell.""

The Cross was raised on high;
 The Mother grieved beside --
""But the Mother saw Him die
 And took Him when He died.
                  (He died! He died!)
 ""Seemly and undefiled
   His burial-place was made --
 Is it well, is it well with the child?
   For I know not where he is laid.""

On the dawning of Easter Day
 Comes Mary Magdalene;
But the Stone was rolled away,
 And the Body was not within --
                  (Within! Within!)
 ""Ah, who will answer my word?
   The broken mother prayed.
 ""They have taken away my Lord,
   And I know not where He is laid.""

     .    .    .    .    .

""The Star stands forth in Heaven.
 The watchers watch in vain
For Sign of the Promise given
 Of peace on Earth again --
                  (Again! Again!)
 ""But I know for Whom he fell"" --
   The steadfast mother smiled,
 ""Is it well with the child -- is it well?
   It is well -- it is well with the child!"""
20,A Pageant of Elizabeth,"Like Princes crowned they bore them--
     Like Demi-Gods they wrought,
   When the New World lay before them
      In headlong fact and thought.                
    Fate and their foemen proved them
      Above all meed of praise,
    And Gloriana loved them,
      And Shakespeare wrote them plays!

Now Valour, Youth, and Life's delight break forth
 In flames of wondrous deed, and thought sublime---
Lightly to mould new worlds or lightly loose
 Words that shall shake and shape all after-time!

Giants with giants, wits with wits engage,
 And England-England-England takes the breath
Of morning, body and soul, till the great Age
 Fulfills in one great chord:--Elizabeth!"
21,A Pict Song,"Rome never looks where she treads.
 Always her heavy hooves fall
On our stomachs, our hearts or our heads;
 And Rome never heeds when we bawl.
Her sentries pass on--that is all,
  And we gather behind them in hordes,
And plot to reconquer the Wall,
  With only our tongues for our swords.

We are the Little Folk--we!
  Too little to love or to hate.
Leave us alone and you'll see
  How we can drag down the State!
We are the worm in the wood!
 We are the rot at the root!
We are the taint in the blood!
  We are the thorn in the foot!

Mistletoe  killing  an  oak--
 Rats gnawing cables in two--
Moths making holes in a cloak--
 How they must love what they do!
Yes--and we Little Folk too,
 We are busy as they--
Working our works out of view--
 Watch, and you'll see it some day!

No indeed! We are not strong,
 But we know Peoples that are.
Yes, and we'll guide them along
 To smash and destroy you in War!
We shall be slaves just the same?
 Yes, we have always been slaves,
But you--you will die of the shame,
 And then we shall dance on your graves!

We are the Little Folk, we, etc."
22,A Pilgrim's Way,"I do not look for holy saints to guide me on my way,
Or male and female devilkins to lead my feet astray.
If these are added, I rejoice---if not, I shall not mind,
So long as I have leave and choice to meet my fellow-kind.
For as we come and as we go (and deadly-soon go we!)
The people, Lord, Thy people, are good enough for me!

Thus I will honour pious men whose virtue shines so bright
(Though none are more amazed than I when I by chance do right),
And I will pity foolish men for woe their sins have bred
(Though ninety-nine per cent. of mine I brought on my own head).
And, Amorite or Eremite, or General Averagee,
The people, Lord, Thy people, are good enough for me!

And when they bore me overmuch, I will not shake mine ears,
Recalling many thousand such whom I have bored to tears.
And when they labour to impress, I will not doubt nor scoff;
Since I myself have done no less and---sometimes pulled it off.
Yea, as we are and we are not, and we pretend to be,
The people, Lord, Thy people, are good enough for me!

And when they work me random wrong, as oftentimes hath been,
I will not cherish hate too long (my hands are none too clean).
And when they do me random good I will not feign surprise.
No more than those whom I have cheered with wayside charities.
But, as we give and as we take---whate'er our takings be---
The people, Lord, Thy people, are good enough for me!

But when I meet with frantic folk who sinfully declare
There is no pardon for their sin, the same I will not spare
Till I have proved that Heaven and Hell which in our hearts we have
Show nothing irredeemable on either side of the grave.
For as we live and as we die---if utter Death there be---
The people, Lord, Thy people, are good enough for me!

Deliver me from every pride---the Middle, High, and Low---
That bars me from a brother's side, whatever pride he show.
And purge me from all heresies of thought and speech and pen
That bid me judge him otherwise than I am judged. Amen!
That I may sing of Crowd or King or road-borne company,
That I may labour in my day, vocation and degree,
To prove the same in deed and name, and hold unshakenly
(Where'er I go, whate'er I know, whoe'er my neighbor be)
This single faith in Life and Death and to Eternity:
``The people, Lord, Thy people, are good enough for me!''"
23,A Preface,"To all to whom this little book may come--
  Health for yourselves and those you hold most dear!
Content abroad, and happiness at home,
  And--one grand Secret in your private ear: --
Nations have passed away and left no traces,
And History gives the naked cause of it--
  One single, simple reason in all cases;
They fell because their peoples were not fit.

Now, though your Body be mis-shapen, blind,
 Lame, feverish, lacking substance, power or skill,
Certain it is that men can school the Mind
 To school the sickliest Body, to her will--
 As many have done, whose glory blazes still
Like mighty flames in meanest lanterns lit:
 Wherefore, we pray the crippled, weak and ill--
Be fit--be fit! In mind at first be fit!

And, though your Spirit seem uncouth or small,
 Stubborn as clay or shifting as the sand,
Strengthen the Body, and the Body shall
 Strengthen the Spirit till she take command;
 As a bold rider brings his horse in hand
At the tall fence, with voice and heel and bit,
 And leaps while all the field are at a stand.
Be fit--be fit! In body next be fit!

 Nothing on earth--no Arts, no Gifts, no Graces--
      No Fame, no Wealth--outweighs the wont of it.
    This is the Law which every law embraces--
      Be fit--be fit! In mind and body be fit!

The even heart that seldom slurs its beat--
 The cool head weighing what that heart desires--
The measuring eye that guides the hands and feet--
 The Soul unbroken when the Body tires--
 These are the things our weary world requires
Far more than superfluities of wit;
 Wherefore we pray you, sons of generous sires,
Be fit--be fit! For Honour's sake be fit.

 There is one lesson at all Times and Places--
      One changeless Truth on all things changing writ,
    For boys and girls, men, women, nations, races--
      Be fit -- be fit! And once again, be fit!"
