,title,text
10,Death,"O thou the last fulfilment of life,
Death, my death, come and whisper to me!

Day after day I have kept watch for thee;
for thee have I borne the joys and pangs of life.

All that I am, that I have, that I hope and all my love
have ever flowed towards thee in depth of secrecy.

One final glance from thine eyes
and my life will be ever thine own.

The flowers have been woven
and the garland is ready for the bridegroom.

After the wedding the bride shall leave her home
and meet her lord alone in the solitude of night."
11,Defamation,"Where are those tears in your eyes, my child?
    How horrid of them to be always scolding you for nothing!
    You have stained your fingers and face with ink while writing-
is that why they call you dirty?
    O, fie! Would they dare to call the full moon dirty because
it has smudged its face with ink?
    For every little trifle they blame you, my child. They are
ready to find fault for nothing.
    You tore your clothes while playing-is that why they call you
untidy?
    O, fie! What would they call an autumn morning that smiles
through its ragged clouds?
    Take no heed of what they say to you, my child.
    They make a long list of your misdeeds.
    Everybody knows how you love sweet things-is that why they
call you greedy?
    O, fie! What then would they call us who love you?"
12,Distant Time,"I know not from what distant time
thou art ever coming nearer to meet me.
Thy sun and stars can never keep thee hidden from me for aye.

In many a morning and eve thy footsteps have been heard
and thy messenger has come within my heart and called me in secret.

I know not only why today my life is all astir,
and a feeling of tremulous joy is passing through my heart.

It is as if the time were come to wind up my work,
and I feel in the air a faint smell of thy sweet presence."
13,Dungeon,"He whom I enclose with my name is weeping in this dungeon.
I am ever busy building this wall all around; and as this wall goes up into
the sky day by day I lose sight of my true being in its dark shadow.

I take pride in this great wall, and I plaster it with dust and sand
lest a least hole should be left in this name;
and for all the care I take I lose sight of my true being."
14,Endless Time,"Time is endless in thy hands, my lord.
There is none to count thy minutes.

Days and nights pass and ages bloom and fade like flowers.
Thou knowest how to wait.

Thy centuries follow each other perfecting a small wild flower.

We have no time to lose,
and having no time we must scramble for a chance.
We are too poor to be late.

And thus it is that time goes by
while I give it to every querulous man who claims it,
and thine altar is empty of all offerings to the last.

At the end of the day I hasten in fear lest thy gate be shut;
but I find that yet there is time."
15,Face To Face,"Day after day, O lord of my life,
shall I stand before thee face to face.
With folded hands, O lord of all worlds,
shall I stand before thee face to face.

Under thy great sky in solitude and silence,
with humble heart shall I stand before thee face to face.

In this laborious world of thine, tumultuous with toil
and with struggle, among hurrying crowds
shall I stand before thee face to face.

And when my work shall be done in this world,
O King of kings, alone and speechless
shall I stand before thee face to face."
16,Fairyland,"If people came to know where my king's palace is, it would vanish
into the air.
    The walls are of white silver and the roof of shining gold.
    The queen lives in a palace with seven courtyards, and she
wears a jewel that cost all the wealth of seven kingdoms.
    But let me tell you, mother, in a whisper, where my king's
palace is.
    It is at the corner of our terrace where the pot of the tulsi
plant stands.
    The princess lies sleeping on the far-away shore of the seven
impassable seas.
    There is none in the world who can find her but myself.
    She has bracelets on her arms and pearl drops in her ears; her
hair sweeps down upon the floor.
    She will wake when I touch her with my magic wand and jewels
will fall from her lips when she smiles.
    But let me whisper in your ear, mother; she is there in the
corner of our terrace where the pot of the tulsi plant stands.
    When it is time for you to go to the river for your bath, step
up to that terrace on the roof.
    I sit in the corner where the shadow of the walls meet
together.
    Only puss is allowed to come with me, for she know where the
barber in the story lives.
    But let me whisper, mother, in your ear where the barber in
the story lives.
    It is at the corner of the terrace where the pot of the tulsi
plant stands."
17,Farewell,"I have got my leave. Bid me farewell, my brothers!
I bow to you all and take my departure.

Here I give back the keys of my door
---and I give up all claims to my house.
I only ask for last kind words from you.

We were neighbors for long,
but I received more than I could give.
Now the day has dawned
and the lamp that lit my dark corner is out.
A summons has come and I am ready for my journey."
18,Fireflies,"I touch God in my song
   as the hill touches the far-away sea
     with its waterfall.
The butterfly counts not months but moments,
   and has time enough.

Let my love, like sunlight, surround you
   and yet give you illumined freedom.

Love remains a secret even when spoken,
   for only a lover truly knows that he is loved.

Emancipation from the bondage of the soil
   is no freedom for the tree.

In love I pay my endless debt to thee
   for what thou art."
19,Flower,"Pluck this little flower and take it, delay not! I fear lest it
droop and drop into the dust.

I may not find a place in thy garland, but honour it with a touch of
pain from thy hand and pluck it. I fear lest the day end before I am
aware, and the time of offering go by.

Though its colour be not deep and its smell be faint, use this flower
in thy service and pluck it while there is time."
20,Fool,"O Fool, try to carry thyself upon thy own shoulders!
O beggar, to come beg at thy own door!

Leave all thy burdens on his hands who can bear all,
and never look behind in regret.

Thy desire at once puts out the light from the lamp it touches with its breath.
It is unholy---take not thy gifts through its unclean hands.
Accept only what is offered by sacred love."
21,Free Love,"By all means they try to hold me secure who love me in this world.
But it is otherwise with thy love which is greater than theirs,
and thou keepest me free.

Lest I forget them they never venture to leave me alone.
But day passes by after day and thou art not seen.

If I call not thee in my prayers, if I keep not thee in my heart,
thy love for me still waits for my love."
22,Freedom,"Freedom from fear is the freedom
I claim for you my motherland!
Freedom from the burden of the ages, bending your head,
breaking your back, blinding your eyes to the beckoning
call of the future;
Freedom from the shackles of slumber wherewith
you fasten yourself in night's stillness,
mistrusting the star that speaks of truth's adventurous paths;
freedom from the anarchy of destiny
whole sails are weakly yielded to the blind uncertain winds,
and the helm to a hand ever rigid and cold as death.
Freedom from the insult of dwelling in a puppet's world,
where movements are started through brainless wires,
repeated through mindless habits,
where figures wait with patience and obedience for the
master of show,
to be stirred into a mimicry of life."
23,Friend,"Art thou abroad on this stormy night
on thy journey of love, my friend?
The sky groans like one in despair.

I have no sleep tonight.
Ever and again I open my door and look out on
the darkness, my friend!

I can see nothing before me.
I wonder where lies thy path!

By what dim shore of the ink-black river,
by what far edge of the frowning forest,
through what mazy depth of gloom art thou threading
thy course to come to me, my friend?"
