,title,text
10,And The Moon And The Stars And The World,"Long walks at night--
that's what good for the soul:
peeking into windows
watching tired housewives
trying to fight off
their beer-maddened husbands."
11,Another Day,"having the low down blues and going
into a restaurant to eat.
you sit at a table.
the waitress smiles at you.
she's dumpy. her ass is too big.
she radiates kindness and sympathy.
live with her 3 months and a man would no real agony.
o.k., you'll tip her 15 percent.
you order a turkey sandwich and a
beer.
the man at the table across from you
has watery blue eyes and
a head like an elephant.
at a table further down are 3 men
with very tiny heads
and long necks
like ostriches.
they talk loudly of land development.
why, you think, did I ever come
in here when I have the low-down
blues?
then the the waitress comes back with the sandwich
and she asks you if there will be anything
else?
and you tell her, no no, this will be
fine.
then somebody behind you laughs.
it's a cork laugh filled with sand and
broken glass.

you begin eating the sandwich.

it's something.
it's a minor, difficult,
sensible action
like composing a popular song
to make a 14-year old
weep.
you order another beer.
jesus, look at that guy
his hands hang down almost to his knees and he's
whistling.
well, time to get out.
pick up the bill.
tip.
go to the register.
pay.
pick up a toothpick.
go out the door.
your car is still there.
and there are 3 men with heads
and necks
like ostriches all getting into one
car.
they each have a toothpick and now
they are talking about women.
they drive away first
they drive away fast.
they're best i guess.
it's an unbearably hot day.
there's a first-stage smog alert.
all the birds and plants are dead
or dying.

you start the engine."
12,Are You Drinking?,"washed-up, on shore, the old yellow notebook
 out again
 I write from the bed
 as I did last
 year.
 will see the doctor,
 Monday.
 ""yes, doctor, weak legs, vertigo, head-
 aches and my back
 hurts.""
 ""are you drinking?"" he will ask.
 ""are you getting your
exercise, your
 vitamins?""
 I think that I am just ill
 with life, the same stale yet
 fluctuating
 factors.
 even at the track
 I watch the horses run by
 and it seems
 meaningless.
 I leave early after buying tickets on the
 remaining races.
 ""taking off?"" asks the motel
 clerk.
 ""yes, it's boring,""
 I tell him.
 ""If you think it's boring
 out there,"" he tells me, ""you oughta be
 back here.""
 so here I am
 propped up against my pillows
 again
 just an old guy
 just an old writer
 with a yellow
 notebook.
 something is
 walking across the
 floor
 toward
 me.
 oh, it's just
 my cat
 this
 time."
13,As The Poems Go,"as the poems go into the thousands you
realize that you've created very
little.
it comes down to the rain, the sunlight,
the traffic, the nights and the days of the
years, the faces.
leaving this will be easier than living
it, typing one more line now as
a man plays a piano through the radio,
the best writers have said very
little
and the worst,
far too much.
from ONTHEBUS - 1992"
14,As The Sparrow,"To give life you must take life,
and as our grief falls flat and hollow
upon the billion-blooded sea
I pass upon serious inward-breaking shoals rimmed
with white-legged, white-bellied rotting creatures
lengthily dead and rioting against surrounding scenes.
Dear child, I only did to you what the sparrow
did to you; I am old when it is fashionable to be
young; I cry when it is fashionable to laugh.
I hated you when it would have taken less courage
to love."
15,back to the machine gun,"I awaken about noon and go out to get the mail
in my old torn bathrobe.
I'm hung over
hair down in my eyes
barefoot
gingerly walking on the small sharp rocks
in my path
still afraid of pain behind my four-day beard.

the young housewife next door shakes a rug
out of her window and sees me:
""hello, Hank!""

god damn! it's almost like being shot in the ass
with a .22

""hello,"" I say
gathering up my Visa card bill, my Penny saver coupons,
a Dept. of Water and Power past-due notice,
a letter from the mortgage people
plus a demand from the Weed Abatement Department
giving me 30 days to clean up my act.

I mince back again over the small sharp rocks
thinking, maybe I'd better write something tonight,
they all seem
to be closing in.

there's only one way to handle those motherfuckers.

the night harness races will have to wait."
16,Be Kind,"we are always asked
to understand the other person's
viewpoint
no matter how
outdated
foolish or
obnoxious.
one is asked
to view
their total error
their life-waste
with
kindliness,
especially if they are
aged.
but age is the total of
our doing.
they have aged
badly
because they have
lived
out of focus,
they have refused to
see.
not their fault?
whose fault?
mine?
I am asked to hide
my viewpoint
from them
for fear of their
fear.
age is no crime
but the shame
of a deliberately
wasted
life
among so many
deliberately
wasted
lives
is."
17,Big Night On The Town,"drunk on the dark streets of some city,
it's night, you're lost, where's your
room?
you enter a bar to find yourself,
order scotch and water.
damned bar's sloppy wet, it soaks
part of one of your shirt
sleeves.
It's a clip joint-the scotch is weak.
you order a bottle of beer.
Madame Death walks up to you
wearing a dress.
she sits down, you buy her a
beer, she stinks of swamps, presses
a leg against you.
the bar tender sneers.
you've got him worried, he doesn't
know if you're a cop, a killer, a
madman or an
Idiot.
you ask for a vodka.
you pour the vodka into the top of
the beer bottle.
It's one a.m. In a dead cow world.
you ask her how much for head,
drink everything down, it tastes
like machine oil.

you leave Madame Death there,
you leave the sneering bartender
there.

you have remembered where
your room is.
the room with the full bottle of
wine on the dresser.
the room with the dance of the
roaches.
Perfection in the Star Turd
where love died
laughing."
18,Bluebird,"there's a bluebird in my heart that
wants to get out
but I'm too tough for him,
I say, stay in there, I'm not going
to let anybody see
you.
there's a bluebird in my heart that
wants to get out
but I pour whiskey on him and inhale
cigarette smoke
and the whores and the bartenders
and the grocery clerks
never know that
he's
in there.

there's a bluebird in my heart that
wants to get out
but I'm too tough for him,
I say,
stay down, do you want to mess
me up?
you want to screw up the
works?
you want to blow my book sales in
Europe?
there's a bluebird in my heart that
wants to get out
but I'm too clever, I only let him out
at night sometimes
when everybody's asleep.
I say, I know that you're there,
so don't be
sad.
then I put him back,
but he's singing a little
in there, I haven't quite let him
die
and we sleep together like
that
with our
secret pact
and it's nice enough to
make a man
weep, but I don't
weep, do
you?"
19,Carson McCullers,"she died of alcoholism
wrapped in a blanket
on a deck chair
on an ocean
steamer.

all her books of
terrified loneliness

all her books about
the cruelty
of loveless love

were all that was left
of her

as the strolling vacationer
discovered her body

notified the captain

and she was quickly dispatched
to somewhere else
on the ship

as everything
continued just
as
she had written it"
20,Cause And Effect,"the best often die by their own hand
just to get away,
and those left behind
can never quite understand
why anybody
would ever want to
get away
from
them"
21,close to greatness,"at one stage in my life
I met a man who claimed to have
visited Pound at St. Elizabeth's.

then I met a woman who not only
claimed to have visited
E.P.
but also to have made love
to him—she even showed
me
certain sections in the
Cantos
where Ezra was supposed to have
mentioned
her.

so there was this man and
this woman
and the woman told me
that Pound had never
mentioned a visit from this
man
and the man claimed that the
lady had had nothing to do
with the
master
that she was a
charlatan

and since I wasn't a
Poundian scholar
I didn't know who to
believe
but one thing I do
know: when a man is
living
many claim relationships
that are hardly
so
and after he dies, well,
then it's everybody's
party.

my guess is that Pound
knew neither the lady or the
gentleman

or if he knew
one
or if he knew
both

it was a shameful waste of
madhouse
time."
22,Confession,"waiting for death
like a cat
that will jump on the
bed

I am so very sorry for
my wife

she will see this
stiff
white
body
shake it once, then
maybe
again

""Hank!""

Hank won't
answer.

it's not my death that
worries me, it's my wife
left with this
pile of
nothing.

I want to
let her know
though
that all the nights
sleeping
beside her

even the useless
arguments
were things
ever splendid

and the hard
words
I ever feared to
say
can now be
said:

I love
you."
23,Consummation Of Grief,"I even hear the mountains
the way they laugh
up and down their blue sides
and down in the water
the fish cry
and the water
is their tears.
I listen to the water
on nights I drink away
and the sadness becomes so great
I hear it in my clock
it becomes knobs upon my dresser
it becomes paper on the floor
it becomes a shoehorn
a laundry ticket
it becomes
cigarette smoke
climbing a chapel of dark vines. . .
it matters little
very little love is not so bad
or very little life
what counts
is waiting on walls
I was born for this
I was born to hustle roses down the avenues of the dead."
24,Cows In Art Class,"good weather
is like
good women-
it doesn't always happen
and when it does
it doesn't
always last.
man is
more stable:
if he's bad
there's more chance
he'll stay that way,
or if he's good
he might hang
on,
but a woman
is changed
by
children
age
diet
conversation
sex
the moon
the absence or
presence of sun
or good times.
a woman must be nursed
into subsistence
by love
where a man can become
stronger
by being hated.
I am drinking tonight in Spangler's Bar
and I remember the cows
I once painted in Art class
and they looked good
they looked better than anything
in here. I am drinking in Spangler's Bar
wondering which to love and which
to hate, but the rules are gone:
I love and hate only
myself-
they stand outside me
like an orange dropped from the table
and rolling away; it's what I've got to
decide:
kill myself or
love myself?
which is the treason?
where's the information
coming from?
books...like broken glass:
I wouldn't wipe my ass with 'em
yet, it's getting
darker, see?
(we drink here and speak to
each other and
seem knowing.)
buy the cow with the biggest
tits
buy the cow with the biggest
rump.
present arms.
the bartender slides me a beer
it runs down the bar
like an Olympic sprinter
and the pair of pliers that is my hand
stops it, lifts it,
golden piss of dull temptation,
I drink and
stand there
the weather bad for cows
but my brush is ready
to stroke up
the green grass straw eye
sadness takes me all over
and I drink the beer straight down
order a shot
fast
to give me the guts and the love to
go
on."
25,Curtain,"the final curtain on one of the longest running
musicals ever, some people claim to have
seen it over one hundred times.
I saw it on the tv news, that final curtain:
flowers, cheers, tears, a thunderous
accolade.
I have not seen this particular musical
but I know if I had that I wouldn't have
been able to bear it, it would have
sickened me.
trust me on this, the world and its
peoples and its artful entertainment has
done very little for me, only to me.
still, let them enjoy one another, it will
keep them from my door
and for this, my own thunderous
accolade.
from The Olympia Review - 1994"
26,Cut While Shaving,"It's never quite right, he said, the way people look,
the way the music sounds, the way the words are
written.
It's never quite right, he said, all the things we are
taught, all the loves we chase, all the deaths we
die, all the lives we live,
they are never quite right,
they are hardly close to right,
these lives we live
one after the other,
piled there as history,
the waste of the species,
the crushing of the light and the way,
it's not quite right,
it's hardly right at all
he said.

don't I know it? I
answered.

I walked away from the mirror.
it was morning, it was afternoon, it was
night

nothing changed
it was locked in place.
something flashed, something broke, something
remained.

I walked down the stairway and
into it."
27,Death Wants More Death,"death wants more death, and its webs are full:
I remember my father's garage, how child-like
I would brush the corpses of flies
from the windows they thought were escape-
their sticky, ugly, vibrant bodies
shouting like dumb crazy dogs against the glass
only to spin and flit
in that second larger than hell or heaven
onto the edge of the ledge,
and then the spider from his dank hole
nervous and exposed
the puff of body swelling
hanging there
not really quite knowing,
and then knowing-
something sending it down its string,
the wet web,
toward the weak shield of buzzing,
the pulsing;
a last desperate moving hair-leg
there against the glass
there alive in the sun,
spun in white;
and almost like love:
the closing over,
the first hushed spider-sucking:
filling its sack
upon this thing that lived;
crouching there upon its back
drawing its certain blood
as the world goes by outside
and my temples scream
and I hurl the broom against them:
the spider dull with spider-anger
still thinking of its prey
and waving an amazed broken leg;
the fly very still,
a dirty speck stranded to straw;
I shake the killer loose
and he walks lame and peeved
towards some dark corner
but I intercept his dawdling
his crawling like some broken hero,
and the straws smash his legs
now waving
above his head
and looking
looking for the enemy
and somewhat valiant,
dying without apparent pain
simply crawling backward
piece by piece
leaving nothing there
until at last the red gut sack
splashes
its secrets,
and I run child-like
with God's anger a step behind,
back to simple sunlight,
wondering
as the world goes by
with curled smile
if anyone else
saw or sensed my crime"
28,Decline,"naked along the side of the house,
8 a.m., spreading sesame seed oil
over my body, Jesus, have I come
to this?
I once battled in dark alleys for a
laugh.
now I'm not laughing.
I splash myself with oil and wonder,
how many years do you want?
how many days?
my blood is soiled and a dark
angel sits in my brain.
things are made of something and
go to nothing.
I understand the fall of cities, of
nations.
a small plane passes overhead.
I look upward as if it made sense to
look upward.
it's true, the sky has rotted:
it won't be long for any of
us.
from The Olympia Review - 1994"
29,Eat Your Heart Out,"I've come by, she says, to tell you
that this is it. I'm not kidding, it's
over. this is it.
I sit on the couch watching her arrange
her long red hair before my bedroom
mirror.
she pulls her hair up and
piles it on top of her head-
she lets her eyes look at
my eyes-
then she drops her hair and
lets it fall down in front of her face.
we go to bed and I hold her
speechlessly from the back
my arm around her neck
I touch her wrists and hands
feel up to
her elbows
no further.
she gets up.
this is it, she says,
this will do. well,
I'm going.
I get up and walk her
to the door
just as she leaves
she says,
I want you to buy me
some high-heeled shoes
with tall thin spikes,
black high-heeled shoes.
no, I want them
red.
I watch her walk down the cement walk
under the trees
she walks all right and
as the poinsettias drip in the sun
I close the door."
30,Eulogy To A Hell Of A Dame,"some dogs who sleep At night
must dream of bones
and I remember your bones
in flesh
and best
in that dark green dress
and those high-heeled bright
black shoes,
you always cursed when you drank,
your hair coming down you
wanted to explode out of
what was holding you:
rotten memories of a
rotten
past, and
you finally got
out
by dying,
leaving me with the
rotten
present;
you've been dead
28 years
yet I remember you
better than any of
the rest;
you were the only one
who understood
the futility of the
arrangement of
life;
all the others were only
displeased with
trivial segments,
carped
nonsensically about
nonsense;
Jane, you were
killed by
knowing too much.
here's a drink
to your bones
that
this dog
still
dreams about."
31,Finish,"We are like roses that have never bothered to
bloom when we should have bloomed and
it is as if
the sun has become disgusted with
waiting"
32,finished?,"the critics now have me
drinking champagne and
driving a BMW
and also married to a
socialite from
Philadelphia's Main Line
which of course is going to prevent me
from writing my earthy
and grubby stuff.
and they might be
right,
I could be getting to be
more like them,
and that's as close to
death as you can
get.

we'll see.
but don't bury me yet.
don't worry if I drink with
Sean Penn.
just measure the poems
as they come off the
keyboard.
listen only to them.
after this long fight
I have no intention of
quitting short.
or late.
or satisfied."
33,Flophouse,"you haven't lived
until you've been in a
flophouse
with nothing but one
light bulb
and 56 men
squeezed together
on cots
with everybody
snoring
at once
and some of those
snores
so
deep and
gross and
unbelievable-
dark
snotty
gross
subhuman
wheezings
from hell
itself.
your mind
almost breaks
under those
death-like
sounds
and the
intermingling
odors:
hard
unwashed socks
pissed and
shitted
underwear
and over it all
slowly circulating
air
much like that
emanating from
uncovered
garbage
cans.
and those
bodies
in the dark
fat and
thin
and
bent
some
legless
armless
some
mindless
and worst of
all:
the total
absence of
hope
it shrouds
them
covers them
totally.
it's not
bearable.
you get
up
go out
walk the
streets
up and
down
sidewalks
past buildings
around the
corner
and back
up
the same
street
thinking
those men
were all
children
once
what has happened
to
them?
and what has
happened
to
me?
it's dark
and cold
out
here."
34,For Jane,"225 days under grass
and you know more than I.
they have long taken your blood,
you are a dry stick in a basket.
is this how it works?
in this room
the hours of love
still make shadows.

when you left
you took almost
everything.
I kneel in the nights
before tigers
that will not let me be.

what you were
will not happen again.
the tigers have found me
and I do not care."
35,"For Jane: With All the Love I Had, Which Was Not Enough:","I pick up the skirt,
I pick up the sparkling beads
in black,
this thing that moved once
around flesh,
and I call God a liar,
I say anything that moved
like that
or knew
my name
could never die
in the common verity of dying,
and I pick
up her lovely
dress,
all her loveliness gone,
and I speak to all the gods,
Jewish gods, Christ-gods,
chips of blinking things,
idols, pills, bread,
fathoms, risks,
knowledgeable surrender,
rats in the gravy of two gone quite mad
without a chance,
hummingbird knowledge, hummingbird chance,
I lean upon this,
I lean on all of this
and I know
her dress upon my arm
but
they will not
give her back to me."
36,Freedom,"he drank wine all night of the
28th, and he kept thinking of her:
the way she walked and talked and loved
the way she told him things that seemed true
but were not, and he knew the color of each
of her dresses
and her shoes-he knew the stock and curve of
each heel
as well as the leg shaped by it.

and she was out again and when he came home, and
she'd come back with that special stink again,
and she did
she came in at 3 a.m in the morning
filthy like a dung eating swine
and
he took out a butchers knife
and she screamed
backing into the rooming house wall
still pretty somehow
in spite of love's reek
and he finished the glass of wine.

that yellow dress
his favorite
and she screamed again.

and he took up the knife
and unhooked his belt
and tore away the cloth before her
and cut off his balls.

and carried them in his hands
like apricots
and flushed them down the
toilet bowl
and she kept screaming
as the room became red

GOD O GOD!
WHAT HAVE YOU DONE?

and he sat there holding 3 towels
between his legs
no caring now whether she left or
stayed
wore yellow or green or
anything at all.

and one hand holding and one hand
lifting he poured
another wine"
37,Friends Within The Darkness,"I can remember starving in a
small room in a strange city
shades pulled down, listening to
classical music
I was young I was so young it hurt like a knife
inside
because there was no alternative except to hide as long
as possible--
not in self-pity but with dismay at my limited chance:
trying to connect.

the old composers -- Mozart, Bach, Beethoven,
Brahms were the only ones who spoke to me and
they were dead.

finally, starved and beaten, I had to go into
the streets to be interviewed for low-paying and
monotonous
jobs
by strange men behind desks
men without eyes men without faces
who would take away my hours
break them
piss on them.

now I work for the editors the readers the
critics

but still hang around and drink with
Mozart, Bach, Brahms and the
Bee
some buddies
some men
sometimes all we need to be able to continue alone
are the dead
rattling the walls
that close us in."
38,gamblers all,"sometimes you climb out of bed in the morning and you think,
I'm not going to make it, but you laugh inside
remembering all the times you've felt that way, and
you walk to the bathroom, do your toilet, see that face
in the mirror, oh my oh my oh my, but you comb your hair anyway,
get into your street clothes, feed the cats, fetch the
newspaper of horror, place it on the coffee table, kiss your
wife goodbye, and then you are backing the car out into life itself,
like millions of others you enter the arena once more.

you are on the freeway threading through traffic now,
moving both towards something and towards nothing at all as you punch
the radio on and get Mozart, which is something, and you will somehow
get through the slow days and the busy days and the dull
days and the hateful days and the rare days, all both so delightful
and so disappointing because
we are all so alike and so different.

you find the turn-off, drive through the most dangerous
part of town, feel momentarily wonderful as Mozart works
his way into your brain and slides down along your bones and
out through your shoes.

it's been a tough fight worth fighting
as we all drive along
betting on another day."
