,title,text
14,Freedom's Plow,"When a man starts out with nothing,
When a man starts out with his hands
Empty, but clean,
When a man starts to build a world,
He starts first with himself
And the faith that is in his heart-
The strength there,
The will there to build.

First in the heart is the dream-
Then the mind starts seeking a way.
His eyes look out on the world,
On the great wooded world,
On the rich soil of the world,
On the rivers of the world.

The eyes see there materials for building,
See the difficulties, too, and the obstacles.
The mind seeks a way to overcome these obstacles.
The hand seeks tools to cut the wood,
To till the soil, and harness the power of the waters.
Then the hand seeks other hands to help,
A community of hands to help-
Thus the dream becomes not one man’s dream alone,
But a community dream.
Not my dream alone, but our dream.
Not my world alone,
But your world and my world,
Belonging to all the hands who build.

A long time ago, but not too long ago,
Ships came from across the sea
Bringing the Pilgrims and prayer-makers,
Adventurers and booty seekers,
Free men and indentured servants,
Slave men and slave masters, all new-
To a new world, America!

With billowing sails the galleons came
Bringing men and dreams, women and dreams.
In little bands together,
Heart reaching out to heart,
Hand reaching out to hand,
They began to build our land.
Some were free hands
Seeking a greater freedom,
Some were indentured hands
Hoping to find their freedom,
Some were slave hands
Guarding in their hearts the seed of freedom,
But the word was there always:
  Freedom.

Down into the earth went the plow
In the free hands and the slave hands,
In indentured hands and adventurous hands,
Turning the rich soil went the plow in many hands
That planted and harvested the food that fed
And the cotton that clothed America.
Clang against the trees went the ax into many hands
That hewed and shaped the rooftops of America.
Splash into the rivers and the seas went the boat-hulls
That moved and transported America.
Crack went the whips that drove the horses
Across the plains of America.
Free hands and slave hands,
Indentured hands, adventurous hands,
White hands and black hands
Held the plow handles,
Ax handles, hammer handles,
Launched the boats and whipped the horses
That fed and housed and moved America.
Thus together through labor,
All these hands made America.

Labor! Out of labor came villages
And the towns that grew cities.
Labor! Out of labor came the rowboats
And the sailboats and the steamboats,
Came the wagons, and the coaches,
Covered wagons, stage coaches,
Out of labor came the factories,
Came the foundries, came the railroads.
Came the marts and markets, shops and stores,
Came the mighty products moulded, manufactured,
Sold in shops, piled in warehouses,
Shipped the wide world over:
Out of labor-white hands and black hands-
Came the dream, the strength, the will,
And the way to build America.
Now it is Me here, and You there.
Now it’s Manhattan, Chicago,
Seattle, New Orleans,
Boston and El Paso-
Now it’s the U.S.A.

A long time ago, but not too long ago, a man said:
       ALL MEN ARE CREATED EQUAL--
       ENDOWED BY THEIR CREATOR
       WITH CERTAIN UNALIENABLE RIGHTS--
       AMONG THESE LIFE, LIBERTY
       AND THE PURSUIT OF HAPPINESS.
His name was Jefferson. There were slaves then,
But in their hearts the slaves believed him, too,
And silently too for granted
That what he said was also meant for them.
It was a long time ago,
But not so long ago at that, Lincoln said:
       NO MAN IS GOOD ENOUGH
       TO GOVERN ANOTHER MAN
       WITHOUT THAT OTHER’S CONSENT.
There were slaves then, too,
But in their hearts the slaves knew
What he said must be meant for every human being-
Else it had no meaning for anyone.
Then a man said:
       BETTER TO DIE FREE
       THAN TO LIVE SLAVES
He was a colored man who had been a slave
But had run away to freedom.
And the slaves knew
What Frederick Douglass said was true.

With John Brown at Harper’s Ferry, Negroes died.
John Brown was hung.
Before the Civil War, days were dark,
And nobody knew for sure
When freedom would triumph
""Or if it would,"" thought some.
But others new it had to triumph.
In those dark days of slavery,
Guarding in their hearts the seed of freedom,
The slaves made up a song:
  Keep Your Hand On The Plow! Hold On!
That song meant just what it said: Hold On!
Freedom will come!
   Keep Your Hand On The Plow! Hold On!
Out of war it came, bloody and terrible!
But it came!
Some there were, as always,
Who doubted that the war would end right,
That the slaves would be free,
Or that the union would stand,
But now we know how it all came out.
Out of the darkest days for people and a nation,
We know now how it came out.
There was light when the battle clouds rolled away.
There was a great wooded land,
And men united as a nation.

America is a dream.
The poet says it was promises.
The people say it is promises-that will come true.
The people do not always say things out loud,
Nor write them down on paper.
The people often hold
Great thoughts in their deepest hearts
And sometimes only blunderingly express them,
Haltingly and stumblingly say them,
And faultily put them into practice.
The people do not always understand each other.
But there is, somewhere there,
Always the trying to understand,
And the trying to say,
""You are a man. Together we are building our land.""

America!
Land created in common,
Dream nourished in common,
Keep your hand on the plow! Hold on!
If the house is not yet finished,
Don’t be discouraged, builder!
If the fight is not yet won,
Don’t be weary, soldier!
The plan and the pattern is here,
Woven from the beginning
Into the warp and woof of America:
       ALL MEN ARE CREATED EQUAL.
       NO MAN IS GOOD ENOUGH
       TO GOVERN ANOTHER MAN
       WITHOUT HIS CONSENT.
       BETTER DIE FREE,
       THAN TO LIVE SLAVES.
Who said those things? Americans!
Who owns those words? America!
Who is America? You, me!
We are America!
To the enemy who would conquer us from without,
We say, NO!
To the enemy who would divide
And conquer us from within,
We say, NO!
  FREEDOM!
    BROTHERHOOD!
        DEMOCRACY!
To all the enemies of these great words:
We say, NO!

A long time ago,
An enslaved people heading toward freedom
Made up a song:
    Keep Your Hand On The Plow! Hold On!
The plow plowed a new furrow
Across the field of history.
Into that furrow the freedom seed was dropped.
From that seed a tree grew, is growing, will ever grow.
That tree is for everybody,
For all America, for all the world.
May its branches spread and shelter grow
Until all races and all peoples know its shade.
    KEEP YOUR HAND ON THE PLOW! HOLD ON!"
15,I continue to dream,"I take my dreams and make of them a bronze vase
and a round fountain with a beautiful statue in its center.
And a song with a broken heart and I ask you:
Do you understand my dreams?
Sometimes you say you do,
And sometimes you say you don't.
Either way it doesn't matter.
I continue to dream."
16,"I, Too, Sing America","I, too, sing America.

I am the darker brother.
They send me to eat in the kitchen
When company comes,
But I laugh,
And eat well,
And grow strong.

Tomorrow,
I'll be at the table
When company comes.
Nobody'll dare
Say to me,
""Eat in the kitchen,""
Then.

Besides,
They'll see how beautiful I am
And be ashamed--

I, too, am America."
17,Jazzonia,"Oh, silver tree!
Oh, shining rivers of the soul!

In a Harlem cabaret
Six long-headed jazzers play.
A dancing girl whose eyes are bold
Lifts high a dress of silken gold.

Oh, singing tree!
Oh, shining rivers of the soul!

Were Eve's eyes
In the first garden
Just a bit too bold?
Was Cleopatra gorgeous
In a gown of gold?

Oh, shining tree!
Oh, silver rivers of the soul!

In a whirling cabaret
Six long-headed jazzers play."
18,Juke Box Love Song,"I could take the Harlem night
and wrap around you,
Take the neon lights and make a crown,
Take the Lenox Avenue busses,
Taxis, subways,
And for your love song tone their rumble down.
Take Harlem's heartbeat,
Make a drumbeat,
Put it on a record, let it whirl,
And while we listen to it play,
Dance with you till day--
Dance with you, my sweet brown Harlem girl."
19,Justice,"That Justice is a blind goddess
Is a thing to which we black are wise:
Her bandage hides two festering sores
That once perhaps were eyes."
20,Let America be America Again,"Let America be America again.
Let it be the dream it used to be.
Let it be the pioneer on the plain
Seeking a home where he himself is free.

(America never was America to me.)

Let America be the dream the dreamers dreamed--
Let it be that great strong land of love
Where never kings connive nor tyrants scheme
That any man be crushed by one above.

(It never was America to me.)

O, let my land be a land where Liberty
Is crowned with no false patriotic wreath,
But opportunity is real, and life is free,
Equality is in the air we breathe.

(There's never been equality for me,
Nor freedom in this ""homeland of the free."")

Say, who are you that mumbles in the dark?
And who are you that draws your veil across the stars?

I am the poor white, fooled and pushed apart,
I am the Negro bearing slavery's scars.
I am the red man driven from the land,
I am the immigrant clutching the hope I seek--
And finding only the same old stupid plan
Of dog eat dog, of mighty crush the weak.

I am the young man, full of strength and hope,
Tangled in that ancient endless chain
Of profit, power, gain, of grab the land!
Of grab the gold! Of grab the ways of satisfying need!
Of work the men! Of take the pay!
Of owning everything for one's own greed!

I am the farmer, bondsman to the soil.
I am the worker sold to the machine.
I am the Negro, servant to you all.
I am the people, humble, hungry, mean--
Hungry yet today despite the dream.
Beaten yet today--O, Pioneers!
I am the man who never got ahead,
The poorest worker bartered through the years.

Yet I'm the one who dreamt our basic dream
In the Old World while still a serf of kings,
Who dreamt a dream so strong, so brave, so true,
That even yet its mighty daring sings
In every brick and stone, in every furrow turned
That's made America the land it has become.
O, I'm the man who sailed those early seas
In search of what I meant to be my home--
For I'm the one who left dark Ireland's shore,
And Poland's plain, and England's grassy lea,
And torn from Black Africa's strand I came
To build a ""homeland of the free.""

The free?

Who said the free?  Not me?
Surely not me?  The millions on relief today?
The millions shot down when we strike?
The millions who have nothing for our pay?
For all the dreams we've dreamed
And all the songs we've sung
And all the hopes we've held
And all the flags we've hung,
The millions who have nothing for our pay--
Except the dream that's almost dead today.

O, let America be America again--
The land that never has been yet--
And yet must be--the land where every man is free.
The land that's mine--the poor man's, Indian's, Negro's, ME--
Who made America,
Whose sweat and blood, whose faith and pain,
Whose hand at the foundry, whose plow in the rain,
Must bring back our mighty dream again.

Sure, call me any ugly name you choose--
The steel of freedom does not stain.
From those who live like leeches on the people's lives,
We must take back our land again,
America!

O, yes,
I say it plain,
America never was America to me,
And yet I swear this oath--
America will be!

Out of the rack and ruin of our gangster death,
The rape and rot of graft, and stealth, and lies,
We, the people, must redeem
The land, the mines, the plants, the rivers.
The mountains and the endless plain--
All, all the stretch of these great green states--
And make America again!"
21,Life Is Fine,"I went down to the river,
I set down on the bank.
I tried to think but couldn't,
So I jumped in and sank.

I came up once and hollered!
I came up twice and cried!
If that water hadn't a-been so cold
I might've sunk and died.

    But it was      Cold in that water!      It was cold!

I took the elevator
Sixteen floors above the ground.
I thought about my baby
And thought I would jump down.

I stood there and I hollered!
I stood there and I cried!
If it hadn't a-been so high
I might've jumped and died.

    But it was      High up there!      It was high!

So since I'm still here livin',
I guess I will live on.
I could've died for love--
But for livin' I was born

Though you may hear me holler,
And you may see me cry--
I'll be dogged, sweet baby,
If you gonna see me die.

    Life is fine!      Fine as wine!      Life is fine!"
22,Lincoln Monument: Washington,"Let's go see Old Abe
Sitting in the marble and the moonlight,
Sitting lonely in the marble and the moonlight,
Quiet for ten thousand centuries, old Abe.
Quiet for a million, million years.

Quiet--

And yet a voice forever
Against the
Timeless walls
Of time--
Old Abe."
23,Love Song for Lucinda,"Love
Is a ripe plum
Growing on a purple tree.
Taste it once
And the spell of its enchantment
Will never let you be.

Love
Is a bright star
Glowing in far Southern skies.
Look too hard
And its burning flame
Will always hurt your eyes.

Love
Is a high mountain
Stark in a windy sky.
If you
Would never lose your breath
Do not climb too high."
24,Madam and Her Madam,"I worked for a woman,
She wasn't mean--
But she had a twelve-room
House to clean.

Had to get breakfast,
Dinner, and supper, too--
Then take care of her children
When I got through.

Wash, iron, and scrub,
Walk the dog around--
It was too much,
Nearly broke me down.

I said, Madam,
Can it be
You trying to make a
Pack-horse out of me?

She opened her mouth.
She cried, Oh, no!
You know, Alberta,
I love you so!

I said, Madam,
That may be true--
But I'll be dogged
If I love you!"
25,Madam and the Phone Bill,"You say I O.K.ed
LONG DISTANCE?
O.K.ed it when?
My goodness, Central
That was then!

I'm mad and disgusted
With that Negro now.
I don't pay no REVERSED
CHARGES nohow.

You say, I will pay it--
Else you'll take out my phone?
You better let
My phone alone.

I didn't ask him
To telephone me.
Roscoe knows darn well
LONG DISTANCE
Ain't free.

If I ever catch him,
Lawd, have pity!
Calling me up
From Kansas City.

Just to say he loves me!
I knowed that was so.
Why didn't he tell me some'n
I don't know?

For instance, what can
Them other girls do
That Alberta K. Johnson
Can't do--and more, too?

What's that, Central?
You say you don't care
Nothing about my
Private affair?

Well, even less about your
PHONE BILL, does I care!

Un-humm-m! . . . Yes!
You say I gave my O.K.?
Well, that O.K. you may keep--

But I sure ain't gonna pay!"
26,Merry-Go-Round,"Where is the Jim Crow section
On this merry-go-round,
Mister, cause I want to ride?
Down South where I come from
White and colored
Can't sit side by side.
Down South on the train
There's a Jim Crow car.
On the bus we're put in the back—
But there ain't no back
To a merry-go-round!
Where's the horse
For a kid that's black?"
27,Minstrel Man,"Because my mouth
Is wide with laughter
And my throat
Is deep with song,
You do not think
I suffer after
I have held my pain
So long?

Because my mouth
Is wide with laughter,
You do not hear
My inner cry?
Because my feet
Are gay with dancing,
You do not know
I die?"
28,Mother to Son,"Well, son, I'll tell you:
Life for me ain't been no crystal stair.
It's had tacks in it,
And splinters,
And boards torn up,
And places with no carpet on the floor—
Bare.
But all the time
I'se been a-climbin' on,
And reachin' landin's,
And turnin' corners,
And sometimes goin' in the dark
Where there ain't been no light.
So, boy, don't you turn back.
Don't you set down on the steps.
'Cause you finds it's kinder hard.
Don't you fall now—
For I'se still goin', honey,
I'se still climbin',
And life for me ain't been no crystal stair."
29,My People,"The night is beautiful,
So the faces of my people.

The stars are beautiful,
So the eyes of my people.

Beautiful, also, is the sun.
Beautiful, also, are the souls of my people."
30,Night Funeral in Harlem,"Night funeral
    In Harlem:

    Where did they get
    Them two fine cars?

Insurance man, he did not pay--
His insurance lapsed the other day--
Yet they got a satin box
for his head to lay.

    Night funeral
    In Harlem:

    Who was it sent
    That wreath of flowers?

Them flowers came
from that poor boy's friends--
They'll want flowers, too,
When they meet their ends.

    Night funeral
    in Harlem:

    Who preached that
    Black boy to his grave?

Old preacher man
Preached that boy away--
Charged Five Dollars
His girl friend had to pay.

    Night funeral
    In Harlem:

When it was all over
And the lid shut on his head
and the organ had done played
and the last prayers been said
and six pallbearers
Carried him out for dead
And off down Lenox Avenue
That long black hearse done sped,
    The street light
    At his corner
    Shined just like a tear--
That boy that they was mournin'
Was so dear, so dear
To them folks that brought the flowers,
To that girl who paid the preacher man--
It was all their tears that made
    That poor boy's
    Funeral grand.

    Night funeral
    In Harlem."
31,Oppression,"Now dreams
Are not available
To the dreamers,
Nor songs
To the singers.

In some lands
Dark night
And  cold steel
Prevail
But the dream
Will come back,
And the song
Break
Its jail."
32,Po' Boy Blues,"When I was home de
Sunshine seemed like gold.
When I was home de
Sunshine seemed like gold.
Since I come up North de
Whole damn world's turned cold.

I was a good boy,
Never done no wrong.
Yes, I was a good boy,
Never done no wrong,
But this world is weary
An' de road is hard an' long.

I fell in love with
A gal I thought was kind.
Fell in love with
A gal I thought was kind.
She made me lose ma money
An' almost lose ma mind.

Weary, weary,
Weary early in de morn.
Weary, weary,
Early, early in de morn.
I's so weary
I wish I'd never been born."
33,Problems,"2 and 2 are 4.
4 and 4 are 8.

But what would happen
If the last 4 was late?

And how would it be
If one 2 was me?

Or if the first 4 was you
Divided by 2?"
34,Quiet Girl,"I would liken you
To a night without stars
Were it not for your eyes.
I would liken you
To a sleep without dreams
Were it not for your songs."
35,Sea Calm,"How still,
How strangely still
The water is today,
It is not good
For water
To be so still that way."
36,Still Here,"been scared and battered.
My hopes the wind done scattered.
  Snow has friz me,
  Sun has baked me,

Looks like between 'em they done
  Tried to make me

Stop laughin', stop lovin', stop livin'--
  But I don't care!
  I'm still here!"
37,The Blues,"When the shoe strings break
On both your shoes
And you're in a hurry-
That's the blues.

When you go to buy a candy bar
And you've lost the dime you had-
Slipped through a hole in your pocket somewhere-
That's the blues, too, and bad!"
38,The Dream Keeper,"Bring me all of your dreams,
You dreamer,
Bring me all your
Heart melodies
That I may wrap them
In a blue cloud-cloth
Away from the too-rough fingers
Of the world."
39,The Negro Mother,"Children, I come back today
To tell you a story of the long dark way
That I had to climb, that I had to know
In order that the race might live and grow.
Look at my face -- dark as the night --  
Yet shining like the sun with love's true light.
I am the dark girl who crossed the red sea
Carrying in my body the seed of the free.
I am the woman who worked in the field
Bringing the cotton and the corn to yield.
I am the one who labored as a slave,
Beaten and mistreated for the work that I gave --  
Children sold away from me, husband sold, too.
No safety , no love, no respect was I due.

Three hundred years in the deepest South:
But God put a song and a prayer in my mouth .
God put a dream like steel in my soul.
Now, through my children, I'm reaching the goal.

Now, through my children, young and free,
I realized the blessing deed to me.
I couldn't read then. I couldn't write.
I had nothing, back there in the night.
Sometimes, the valley was filled with tears,
But I kept trudging on through the lonely years.
Sometimes, the road was hot with the sun,
But I had to keep on till my work was done:
I had to keep on! No stopping for me --  
I was the seed of the coming Free.
I nourished the dream that nothing could smother
Deep in my breast -- the Negro mother.
I had only hope then , but now through you,
Dark ones of today, my dreams must come true:
All you dark children in the world out there,
Remember my sweat, my pain, my despair.
Remember my years, heavy with sorrow --  
And make of those years a torch for tomorrow.
Make of my pass a road to the light
Out of the darkness, the ignorance, the night.
Lift high my banner out of the dust.
Stand like free men supporting my trust.
Believe in the right, let none push you back.
Remember the whip and the slaver's track.
Remember how the strong in struggle and strife
Still bar you the way, and deny you life --  
But march ever forward, breaking down bars.
Look ever upward at the sun and the stars.
Oh, my dark children, may my dreams and my prayers
Impel you forever up the great stairs --  
For I will be with you till no white brother
Dares keep down the children of the Negro Mother."
40,The Negro Speaks Of Rivers,"I've known rivers:
I've known rivers ancient as the world and older than the
    flow of human blood in human veins.

My soul has grown deep like the rivers.

I bathed in the Euphrates when dawns were young.
I built my hut near the Congo and it lulled me to sleep.
I looked upon the Nile and raised the pyramids above it.
I heard the singing of the Mississippi when Abe Lincoln
    went down to New Orleans, and I've seen its muddy
    bosom turn all golden in the sunset.

I've known rivers:
Ancient, dusky rivers.

My soul has grown deep like the rivers."
41,The Weary Blues,"Droning a drowsy syncopated tune,
    Rocking back and forth to a mellow croon,
           I heard a Negro play.
    Down on Lenox Avenue the other night
    By the pale dull pallor of an old gas light
           He did a lazy sway ....
           He did a lazy sway ....
    To the tune o' those Weary Blues.
    With his ebony hands on each ivory key
  He made that poor piano moan with melody.
         O Blues!
  Swaying to and fro on his rickety stool
  He played that sad raggy tune like a musical fool.
          Sweet Blues!
  Coming from a black man's soul.
         O Blues!
  In a deep song voice with a melancholy tone
  I heard that Negro sing, that old piano moan--
     ""Ain't got nobody in all this world,
         Ain't got nobody but ma self.
         I's gwine to quit ma frownin'
         And put ma troubles on the shelf.""

  Thump, thump, thump, went his foot on the floor.
  He played a few chords then he sang some more--
      ""I got the Weary Blues
         And I can't be satisfied.
         Got the Weary Blues
         And can't be satisfied--
         I ain't happy no mo'
         And I wish that I had died.""
  And far into the night he crooned that tune.
  The stars went out and so did the moon.
  The singer stopped playing and went to bed
  While the Weary Blues echoed through his head.
  He slept like a rock or a man that's dead."
42,Theme for English B,"The instructor said,

   Go home and write
   a page tonight.
   And let that page come out of you--
   Then, it will be true.

I wonder if it's that simple?
I am twenty-two, colored, born in Winston-Salem.
I went to school there, then Durham, then here
to this college on the hill above Harlem.
I am the only colored student in my class.
The steps from the hill lead down into Harlem,
through a park, then I cross St. Nicholas,
Eighth Avenue, Seventh, and I come to the Y,
the Harlem Branch Y, where I take the elevator
up to my room, sit down, and write this page:

It's not easy to know what is true for you or me
at twenty-two, my age. But I guess I'm what
I feel and see and hear, Harlem, I hear you:
hear you, hear me--we two--you, me, talk on this page.
(I hear New York, too.) Me--who?
Well, I like to eat, sleep, drink, and be in love.
I like to work, read, learn, and understand life.
I like a pipe for a Christmas present,
or records--Bessie, bop, or Bach.
I guess being colored doesn't make me not like
the same things other folks like who are other races.
So will my page be colored that I write?

Being me, it will not be white.
But it will be
a part of you, instructor.
You are white--
yet a part of me, as I am a part of you.
That's American.
Sometimes perhaps you don't want to be a part of me.
Nor do I often want to be a part of you.
But we are, that's true!
As I learn from you,
I guess you learn from me--
although you're older--and white--
and somewhat more free.

This is my page for English B."
43,Wake,"Tell all my mourners
To mourn in red --
Cause there ain't no sense
In my bein' dead."
44,Walkers with the Dawn,"Being walkers with the dawn and morning,
Walkers with the sun and morning,
We are not afraid of night,
Nor days of gloom,
Nor darkness--
Being walkers with the sun and morning."
